shop_id,model_id,available_units
SHOP3038,MOD2172,
SHOP3046,MOD2058,
SHOP3067,MOD2096,
SHOP3010,MOD2123,19.0
SHOP3074,MOD2156,17.0
SHOP3074,MOD2156,30.0
SHOP3074,MOD2156,7.0
SHOP3037,MOD2120,
SHOP3086,MOD2001,
SHOP3077,MOD2195,
SHOP3096,MOD2169,
SHOP3034,MOD2072,
SHOP3022,MOD2048,
SHOP3069,MOD2124,
SHOP3043,MOD2087,
SHOP3064,MOD2145,29.0
SHOP3043,MOD2198,
SHOP3070,MOD2136,
SHOP3004,MOD2040,27.0
SHOP3053,MOD2191,
SHOP3007,MOD2170,
SHOP3048,MOD2063,
SHOP3096,MOD2085,11.0
SHOP3096,MOD2085,15.0
SHOP3041,MOD2065,
SHOP3094,MOD2070,4.0
SHOP3081,MOD2100,
SHOP3091,MOD2186,
SHOP3059,MOD2033,
SHOP3057,MOD2135,21.0
SHOP3020,MOD2021,
SHOP3021,MOD2139,
SHOP3039,MOD2082,
SHOP3053,MOD2154,
SHOP3019,MOD2027,14.0
SHOP3001,MOD2075,25.0
SHOP3075,MOD2144,
SHOP3047,MOD2184,
SHOP3041,MOD2069,
SHOP3014,MOD2025,23.0
SHOP3014,MOD2025,28.0
SHOP3037,MOD2088,
SHOP3028,MOD2199,35.0
SHOP3028,MOD2199,13.0
SHOP3021,MOD2084,
SHOP3012,MOD2080,19.0
SHOP3052,MOD2051,
SHOP3073,MOD2162,20.0
SHOP3050,MOD2071,
SHOP3093,MOD2065,
SHOP3085,MOD2015,21.0
SHOP3002,MOD2157,
SHOP3087,MOD2071,
SHOP3080,MOD2014,14.0
SHOP3072,MOD2174,
SHOP3010,MOD2039,
SHOP3044,MOD2190,
SHOP3071,MOD2034,
SHOP3079,MOD2176,8.0
SHOP3079,MOD2176,36.0
SHOP3016,MOD2176,18.0
SHOP3046,MOD2183,
SHOP3073,MOD2116,
SHOP3087,MOD2078,
SHOP3085,MOD2010,
SHOP3079,MOD2150,13.0
SHOP3092,MOD2119,
SHOP3097,MOD2112,
SHOP3088,MOD2054,
SHOP3002,MOD2057,22.0
SHOP3002,MOD2057,42.0
SHOP3085,MOD2044,22.0
SHOP3022,MOD2028,33.0
SHOP3010,MOD2020,
SHOP3065,MOD2038,
SHOP3098,MOD2071,
SHOP3076,MOD2016,1.0
SHOP3028,MOD2135,
SHOP3060,MOD2188,
SHOP3097,MOD2154,
SHOP3005,MOD2014,19.0
SHOP3018,MOD2106,
SHOP3014,MOD2034,
SHOP3073,MOD2171,
SHOP3047,MOD2163,
SHOP3084,MOD2187,
SHOP3048,MOD2052,
SHOP3010,MOD2181,
SHOP3086,MOD2030,
SHOP3098,MOD2084,
SHOP3095,MOD2037,
SHOP3050,MOD2093,
SHOP3010,MOD2106,
SHOP3021,MOD2055,
SHOP3015,MOD2197,
SHOP3041,MOD2150,17.0
SHOP3039,MOD2163,
SHOP3083,MOD2010,10.0
SHOP3083,MOD2010,6.0
SHOP3083,MOD2010,30.0
SHOP3037,MOD2003,
SHOP3061,MOD2122,
SHOP3051,MOD2014,19.0
SHOP3050,MOD2111,
SHOP3023,MOD2143,
SHOP3027,MOD2145,5.0
SHOP3027,MOD2145,13.0
SHOP3032,MOD2050,
SHOP3066,MOD2109,28.0
SHOP3041,MOD2056,
SHOP3003,MOD2050,
SHOP3009,MOD2160,
SHOP3010,MOD2093,
SHOP3067,MOD2182,
SHOP3051,MOD2066,
SHOP3035,MOD2049,
SHOP3028,MOD2142,17.0
SHOP3014,MOD2061,
SHOP3076,MOD2109,17.0
SHOP3007,MOD2140,
SHOP3082,MOD2043,
SHOP3039,MOD2144,8.0
SHOP3023,MOD2178,
SHOP3031,MOD2048,
SHOP3094,MOD2155,19.0
SHOP3055,MOD2180,
SHOP3057,MOD2045,
SHOP3040,MOD2000,23.0
SHOP3000,MOD2126,
SHOP3003,MOD2137,
SHOP3023,MOD2046,
SHOP3017,MOD2130,4.0
SHOP3017,MOD2093,
SHOP3037,MOD2116,20.0
SHOP3095,MOD2100,20.0
SHOP3095,MOD2100,15.0
SHOP3095,MOD2100,6.0
SHOP3034,MOD2003,
SHOP3005,MOD2117,
SHOP3041,MOD2033,
SHOP3076,MOD2003,35.0
SHOP3037,MOD2165,
SHOP3038,MOD2186,
SHOP3045,MOD2074,32.0
SHOP3092,MOD2092,19.0
SHOP3028,MOD2067,
SHOP3052,MOD2018,
SHOP3053,MOD2170,
SHOP3027,MOD2199,7.0
SHOP3027,MOD2199,20.0
SHOP3070,MOD2124,
SHOP3083,MOD2025,22.0
SHOP3006,MOD2167,4.0
SHOP3082,MOD2092,
SHOP3083,MOD2164,
SHOP3061,MOD2170,
SHOP3050,MOD2139,32.0
SHOP3030,MOD2055,14.0
SHOP3079,MOD2055,2.0
SHOP3079,MOD2055,29.0
SHOP3053,MOD2066,
SHOP3048,MOD2088,25.0
SHOP3054,MOD2095,
SHOP3032,MOD2191,
SHOP3019,MOD2064,
SHOP3026,MOD2114,
SHOP3042,MOD2090,13.0
SHOP3047,MOD2137,
SHOP3088,MOD2115,
SHOP3072,MOD2143,
SHOP3024,MOD2087,18.0
SHOP3016,MOD2133,14.0
SHOP3069,MOD2176,
SHOP3038,MOD2078,
SHOP3018,MOD2096,31.0
SHOP3018,MOD2096,37.0
SHOP3078,MOD2054,
SHOP3081,MOD2015,
SHOP3004,MOD2130,22.0
SHOP3052,MOD2020,
SHOP3061,MOD2059,
SHOP3077,MOD2197,
SHOP3030,MOD2155,
SHOP3065,MOD2182,
SHOP3068,MOD2043,
SHOP3021,MOD2131,
SHOP3009,MOD2010,
SHOP3032,MOD2008,
SHOP3012,MOD2045,35.0
SHOP3096,MOD2151,
SHOP3061,MOD2186,
SHOP3048,MOD2033,
SHOP3089,MOD2198,
SHOP3049,MOD2017,31.0
SHOP3043,MOD2191,
SHOP3025,MOD2111,23.0
SHOP3005,MOD2113,
SHOP3081,MOD2089,27.0
SHOP3081,MOD2089,2.0
SHOP3085,MOD2076,
SHOP3004,MOD2134,32.0
SHOP3004,MOD2134,31.0
SHOP3039,MOD2103,1.0
SHOP3069,MOD2192,21.0
SHOP3028,MOD2089,10.0
SHOP3008,MOD2036,
SHOP3064,MOD2107,19.0
SHOP3021,MOD2008,
SHOP3087,MOD2004,
SHOP3025,MOD2119,20.0
SHOP3094,MOD2045,9.0
SHOP3094,MOD2045,5.0
SHOP3052,MOD2014,19.0
SHOP3049,MOD2179,
SHOP3067,MOD2123,
SHOP3084,MOD2162,
SHOP3028,MOD2057,
SHOP3081,MOD2006,
SHOP3057,MOD2087,16.0
SHOP3057,MOD2087,13.0
SHOP3063,MOD2156,20.0
SHOP3090,MOD2115,
SHOP3038,MOD2008,20.0
SHOP3038,MOD2008,2.0
SHOP3091,MOD2015,17.0
SHOP3090,MOD2159,
SHOP3061,MOD2153,3.0
SHOP3061,MOD2153,20.0
SHOP3061,MOD2153,27.0
SHOP3083,MOD2002,14.0
SHOP3052,MOD2114,
SHOP3024,MOD2117,5.0
SHOP3024,MOD2117,27.0
SHOP3004,MOD2035,21.0
SHOP3086,MOD2022,
SHOP3064,MOD2177,
SHOP3092,MOD2012,43.0
SHOP3080,MOD2071,
SHOP3075,MOD2113,
SHOP3046,MOD2154,17.0
SHOP3072,MOD2011,12.0
SHOP3054,MOD2016,
SHOP3028,MOD2123,
SHOP3059,MOD2078,31.0
SHOP3018,MOD2195,
SHOP3093,MOD2072,
SHOP3023,MOD2110,
SHOP3079,MOD2187,3.0
SHOP3047,MOD2136,
SHOP3042,MOD2061,
SHOP3086,MOD2112,
SHOP3095,MOD2133,
SHOP3077,MOD2128,
SHOP3043,MOD2063,
SHOP3051,MOD2183,
SHOP3066,MOD2199,
SHOP3063,MOD2150,
SHOP3066,MOD2155,
SHOP3046,MOD2188,
SHOP3066,MOD2140,
SHOP3023,MOD2130,
SHOP3008,MOD2093,
SHOP3097,MOD2063,17.0
SHOP3097,MOD2063,31.0
SHOP3055,MOD2141,
SHOP3041,MOD2004,
SHOP3032,MOD2175,32.0
SHOP3046,MOD2098,26.0
SHOP3034,MOD2110,6.0
SHOP3023,MOD2156,
SHOP3097,MOD2005,
SHOP3045,MOD2042,
SHOP3058,MOD2183,
SHOP3013,MOD2129,
SHOP3054,MOD2022,28.0
SHOP3099,MOD2032,
SHOP3099,MOD2050,14.0
SHOP3088,MOD2170,
SHOP3013,MOD2143,7.0
SHOP3040,MOD2016,
SHOP3024,MOD2083,
SHOP3028,MOD2083,
SHOP3060,MOD2021,19.0
SHOP3039,MOD2145,
SHOP3097,MOD2088,29.0
SHOP3000,MOD2019,
SHOP3031,MOD2166,
SHOP3007,MOD2099,
SHOP3019,MOD2059,
SHOP3037,MOD2119,
SHOP3045,MOD2003,22.0
SHOP3038,MOD2176,
SHOP3013,MOD2026,
SHOP3083,MOD2012,23.0
SHOP3008,MOD2062,
SHOP3033,MOD2090,22.0
SHOP3011,MOD2109,
SHOP3061,MOD2022,
SHOP3092,MOD2183,
SHOP3079,MOD2146,
SHOP3075,MOD2136,
SHOP3029,MOD2036,
SHOP3058,MOD2156,10.0
SHOP3093,MOD2179,39.0
SHOP3025,MOD2129,
SHOP3003,MOD2064,
SHOP3030,MOD2060,
SHOP3003,MOD2017,13.0
SHOP3003,MOD2017,22.0
SHOP3053,MOD2067,0.0
SHOP3016,MOD2152,
SHOP3025,MOD2121,
SHOP3025,MOD2072,19.0
SHOP3060,MOD2134,35.0
SHOP3052,MOD2088,
SHOP3034,MOD2013,
SHOP3059,MOD2122,8.0
SHOP3039,MOD2174,
SHOP3015,MOD2124,19.0
SHOP3033,MOD2162,
SHOP3082,MOD2089,2.0
SHOP3093,MOD2068,
SHOP3012,MOD2092,
SHOP3052,MOD2067,
SHOP3007,MOD2128,19.0
SHOP3051,MOD2170,
SHOP3058,MOD2105,
SHOP3014,MOD2062,20.0
SHOP3043,MOD2199,
SHOP3006,MOD2041,
SHOP3009,MOD2003,
SHOP3043,MOD2032,19.0
SHOP3015,MOD2070,
SHOP3062,MOD2016,
SHOP3070,MOD2144,13.0
SHOP3090,MOD2144,
SHOP3024,MOD2147,
SHOP3066,MOD2087,
SHOP3058,MOD2145,
SHOP3040,MOD2161,11.0
SHOP3076,MOD2072,19.0
SHOP3073,MOD2107,
SHOP3065,MOD2163,14.0
SHOP3064,MOD2189,
SHOP3006,MOD2178,
SHOP3033,MOD2176,
SHOP3062,MOD2138,30.0
SHOP3071,MOD2197,
SHOP3044,MOD2187,
SHOP3030,MOD2169,23.0
SHOP3036,MOD2075,16.0
SHOP3008,MOD2103,
SHOP3023,MOD2128,14.0
SHOP3015,MOD2163,
SHOP3056,MOD2006,20.0
SHOP3067,MOD2158,
SHOP3045,MOD2007,
SHOP3074,MOD2062,
SHOP3015,MOD2137,
SHOP3056,MOD2035,
SHOP3046,MOD2181,
SHOP3027,MOD2004,
SHOP3096,MOD2050,13.0
SHOP3084,MOD2086,
SHOP3097,MOD2180,
SHOP3074,MOD2013,
SHOP3049,MOD2157,
SHOP3032,MOD2194,
SHOP3090,MOD2126,
SHOP3031,MOD2073,
SHOP3081,MOD2146,27.0
SHOP3090,MOD2119,
SHOP3024,MOD2044,
SHOP3088,MOD2197,
SHOP3084,MOD2059,15.0
SHOP3011,MOD2177,4.0
SHOP3034,MOD2089,
SHOP3077,MOD2155,30.0
SHOP3030,MOD2049,
SHOP3047,MOD2027,14.0
SHOP3031,MOD2113,
SHOP3022,MOD2058,29.0
SHOP3002,MOD2166,
SHOP3030,MOD2175,2.0
SHOP3065,MOD2144,
SHOP3050,MOD2050,
SHOP3072,MOD2179,15.0
SHOP3072,MOD2179,22.0
SHOP3071,MOD2097,13.0
SHOP3005,MOD2119,
SHOP3058,MOD2150,
SHOP3032,MOD2178,
SHOP3018,MOD2183,14.0
SHOP3050,MOD2059,19.0
SHOP3020,MOD2035,
SHOP3063,MOD2125,
SHOP3037,MOD2032,23.0
SHOP3097,MOD2099,11.0
SHOP3029,MOD2097,
SHOP3019,MOD2014,
SHOP3044,MOD2024,
SHOP3062,MOD2032,
SHOP3002,MOD2091,
SHOP3097,MOD2033,
SHOP3005,MOD2152,13.0
SHOP3016,MOD2165,
SHOP3063,MOD2020,
SHOP3040,MOD2037,
SHOP3020,MOD2156,
SHOP3008,MOD2133,
SHOP3056,MOD2063,22.0
SHOP3088,MOD2136,
SHOP3033,MOD2075,
SHOP3056,MOD2057,
SHOP3074,MOD2028,
SHOP3020,MOD2088,29.0
SHOP3014,MOD2023,19.0
SHOP3080,MOD2074,25.0
SHOP3035,MOD2091,
SHOP3089,MOD2012,
SHOP3045,MOD2061,
SHOP3096,MOD2179,
SHOP3007,MOD2146,
SHOP3093,MOD2019,
SHOP3029,MOD2145,
SHOP3051,MOD2070,
SHOP3099,MOD2104,32.0
SHOP3046,MOD2101,
SHOP3034,MOD2021,
SHOP3064,MOD2181,
SHOP3032,MOD2096,
SHOP3007,MOD2178,12.0
SHOP3057,MOD2141,
SHOP3018,MOD2081,11.0
SHOP3030,MOD2138,
SHOP3021,MOD2120,
SHOP3060,MOD2094,14.0
SHOP3029,MOD2024,
SHOP3033,MOD2198,17.0
SHOP3014,MOD2137,6.0
SHOP3055,MOD2040,
SHOP3091,MOD2111,16.0
SHOP3055,MOD2017,
SHOP3055,MOD2108,14.0
SHOP3094,MOD2159,
SHOP3025,MOD2069,21.0
SHOP3066,MOD2058,
SHOP3027,MOD2051,27.0
SHOP3027,MOD2051,23.0
SHOP3027,MOD2051,25.0
SHOP3019,MOD2006,
SHOP3002,MOD2063,
SHOP3086,MOD2058,13.0
SHOP3034,MOD2186,
SHOP3090,MOD2090,
SHOP3068,MOD2142,
SHOP3053,MOD2083,
SHOP3082,MOD2050,
SHOP3010,MOD2089,
SHOP3086,MOD2109,
SHOP3030,MOD2099,26.0
SHOP3030,MOD2099,35.0
SHOP3024,MOD2031,
SHOP3019,MOD2070,27.0
SHOP3000,MOD2037,8.0
SHOP3010,MOD2004,
SHOP3015,MOD2165,22.0
SHOP3085,MOD2155,40.0
SHOP3085,MOD2155,32.0
SHOP3091,MOD2126,
SHOP3068,MOD2099,35.0
SHOP3068,MOD2099,20.0
SHOP3066,MOD2096,
SHOP3079,MOD2019,
SHOP3060,MOD2112,6.0
SHOP3095,MOD2092,21.0
SHOP3016,MOD2170,
SHOP3058,MOD2020,19.0
SHOP3044,MOD2101,
SHOP3094,MOD2091,
SHOP3096,MOD2048,
SHOP3006,MOD2155,
SHOP3053,MOD2014,
SHOP3035,MOD2077,22.0
SHOP3059,MOD2156,
SHOP3004,MOD2044,16.0
SHOP3009,MOD2030,
SHOP3066,MOD2059,
SHOP3077,MOD2158,
SHOP3022,MOD2190,16.0
SHOP3035,MOD2166,
SHOP3082,MOD2090,
SHOP3024,MOD2142,
SHOP3062,MOD2149,23.0
SHOP3030,MOD2163,19.0
SHOP3046,MOD2176,
SHOP3019,MOD2054,
SHOP3052,MOD2019,
SHOP3098,MOD2110,20.0
SHOP3038,MOD2001,
SHOP3001,MOD2188,
SHOP3056,MOD2141,
SHOP3066,MOD2040,
SHOP3025,MOD2144,
SHOP3076,MOD2126,
SHOP3081,MOD2042,
SHOP3053,MOD2073,4.0
SHOP3077,MOD2097,14.0
SHOP3098,MOD2083,
SHOP3039,MOD2135,
SHOP3046,MOD2038,
SHOP3007,MOD2072,24.0
SHOP3007,MOD2072,22.0
SHOP3023,MOD2146,
SHOP3031,MOD2033,
SHOP3058,MOD2006,17.0
SHOP3078,MOD2072,
SHOP3076,MOD2041,
SHOP3034,MOD2154,
SHOP3049,MOD2002,
SHOP3090,MOD2038,
SHOP3032,MOD2047,
SHOP3049,MOD2078,
SHOP3055,MOD2004,17.0
SHOP3069,MOD2173,
SHOP3072,MOD2051,
SHOP3079,MOD2029,
SHOP3058,MOD2095,
SHOP3017,MOD2081,20.0
SHOP3043,MOD2174,
SHOP3065,MOD2150,11.0
SHOP3054,MOD2141,
SHOP3053,MOD2088,12.0
SHOP3026,MOD2133,28.0
SHOP3062,MOD2006,
SHOP3063,MOD2110,
SHOP3038,MOD2095,
SHOP3059,MOD2074,
SHOP3003,MOD2120,47.0
SHOP3003,MOD2120,14.0
SHOP3003,MOD2120,6.0
SHOP3008,MOD2197,
SHOP3023,MOD2123,19.0
SHOP3043,MOD2077,
SHOP3075,MOD2094,
SHOP3053,MOD2064,34.0
SHOP3053,MOD2169,27.0
SHOP3075,MOD2133,
SHOP3009,MOD2079,
SHOP3079,MOD2116,
SHOP3043,MOD2119,
SHOP3082,MOD2001,
SHOP3072,MOD2016,
SHOP3012,MOD2012,
SHOP3064,MOD2160,
SHOP3012,MOD2032,
SHOP3031,MOD2165,0.0
SHOP3031,MOD2165,33.0
SHOP3051,MOD2002,
SHOP3098,MOD2146,
SHOP3013,MOD2099,
SHOP3097,MOD2093,19.0
SHOP3071,MOD2186,
SHOP3044,MOD2074,
SHOP3056,MOD2115,
SHOP3008,MOD2012,22.0
SHOP3031,MOD2012,
SHOP3053,MOD2081,21.0
SHOP3045,MOD2166,26.0
SHOP3017,MOD2110,
SHOP3020,MOD2050,
SHOP3021,MOD2096,
SHOP3077,MOD2139,
SHOP3039,MOD2185,
SHOP3081,MOD2120,
SHOP3005,MOD2180,
SHOP3031,MOD2076,
SHOP3062,MOD2007,10.0
SHOP3085,MOD2031,
SHOP3041,MOD2011,
SHOP3031,MOD2062,
SHOP3015,MOD2121,
SHOP3019,MOD2127,
SHOP3071,MOD2005,
SHOP3029,MOD2052,
SHOP3050,MOD2031,20.0
SHOP3086,MOD2175,
SHOP3006,MOD2035,
SHOP3029,MOD2169,32.0
SHOP3029,MOD2169,8.0
SHOP3029,MOD2169,7.0
SHOP3013,MOD2029,
SHOP3071,MOD2012,
SHOP3093,MOD2024,26.0
SHOP3069,MOD2155,31.0
SHOP3069,MOD2155,7.0
SHOP3099,MOD2121,
SHOP3029,MOD2187,
SHOP3046,MOD2049,
SHOP3012,MOD2011,34.0
SHOP3070,MOD2014,
SHOP3048,MOD2047,
SHOP3034,MOD2042,13.0
SHOP3046,MOD2193,
SHOP3043,MOD2020,
SHOP3065,MOD2022,29.0
SHOP3068,MOD2143,14.0
SHOP3068,MOD2143,15.0
SHOP3068,MOD2143,12.0
SHOP3000,MOD2029,
SHOP3097,MOD2160,
SHOP3030,MOD2019,
SHOP3087,MOD2015,
SHOP3022,MOD2051,3.0
SHOP3017,MOD2084,
SHOP3002,MOD2109,
SHOP3072,MOD2050,29.0
SHOP3066,MOD2007,
SHOP3087,MOD2166,22.0
SHOP3007,MOD2096,25.0
SHOP3099,MOD2103,
SHOP3038,MOD2145,
SHOP3045,MOD2006,30.0
SHOP3049,MOD2080,17.0
SHOP3049,MOD2080,16.0
SHOP3001,MOD2011,10.0
SHOP3059,MOD2116,17.0
SHOP3019,MOD2114,36.0
SHOP3094,MOD2035,
SHOP3085,MOD2179,20.0
SHOP3085,MOD2179,39.0
SHOP3089,MOD2094,
SHOP3015,MOD2077,
SHOP3092,MOD2179,42.0
SHOP3080,MOD2051,
SHOP3076,MOD2155,
SHOP3097,MOD2152,
SHOP3031,MOD2040,
SHOP3080,MOD2077,26.0
SHOP3016,MOD2185,
SHOP3093,MOD2111,9.0
SHOP3085,MOD2121,22.0
SHOP3090,MOD2020,23.0
SHOP3031,MOD2170,13.0
SHOP3009,MOD2107,
SHOP3023,MOD2094,13.0
SHOP3013,MOD2055,
SHOP3039,MOD2180,
SHOP3077,MOD2198,19.0
SHOP3006,MOD2092,6.0
SHOP3036,MOD2080,
SHOP3049,MOD2071,
SHOP3058,MOD2098,
SHOP3078,MOD2056,
SHOP3010,MOD2199,
SHOP3003,MOD2187,
SHOP3061,MOD2126,
SHOP3068,MOD2132,34.0
SHOP3099,MOD2013,
SHOP3031,MOD2051,
SHOP3061,MOD2012,12.0
SHOP3073,MOD2118,3.0
SHOP3044,MOD2169,26.0
SHOP3045,MOD2000,27.0
SHOP3032,MOD2094,
SHOP3016,MOD2151,
SHOP3000,MOD2147,
SHOP3049,MOD2161,
SHOP3043,MOD2136,
SHOP3065,MOD2195,9.0
SHOP3099,MOD2071,25.0
SHOP3040,MOD2088,
SHOP3095,MOD2123,
SHOP3052,MOD2187,
SHOP3081,MOD2121,
SHOP3026,MOD2191,
SHOP3065,MOD2118,
SHOP3052,MOD2062,1.0
SHOP3055,MOD2080,
SHOP3033,MOD2020,16.0
SHOP3015,MOD2027,
SHOP3005,MOD2126,
SHOP3037,MOD2038,12.0
SHOP3001,MOD2175,
SHOP3031,MOD2108,
SHOP3067,MOD2188,25.0
SHOP3050,MOD2164,
SHOP3028,MOD2010,36.0
SHOP3006,MOD2010,5.0
SHOP3008,MOD2157,
SHOP3029,MOD2039,
SHOP3073,MOD2030,
SHOP3085,MOD2008,
SHOP3072,MOD2191,
SHOP3010,MOD2102,
SHOP3086,MOD2037,
SHOP3006,MOD2044,24.0
SHOP3096,MOD2032,
SHOP3011,MOD2145,
SHOP3057,MOD2149,
SHOP3084,MOD2040,
SHOP3090,MOD2035,
SHOP3044,MOD2103,
SHOP3021,MOD2033,
SHOP3080,MOD2028,
SHOP3085,MOD2014,4.0
SHOP3019,MOD2123,29.0
SHOP3031,MOD2134,7.0
SHOP3031,MOD2134,14.0
SHOP3023,MOD2108,16.0
SHOP3065,MOD2158,
SHOP3054,MOD2163,
SHOP3092,MOD2007,12.0
SHOP3062,MOD2189,
SHOP3002,MOD2056,44.0
SHOP3020,MOD2139,24.0
SHOP3055,MOD2078,
SHOP3062,MOD2136,
SHOP3005,MOD2145,6.0
SHOP3070,MOD2011,22.0
SHOP3070,MOD2011,21.0
SHOP3070,MOD2011,13.0
SHOP3024,MOD2035,
SHOP3044,MOD2150,
SHOP3053,MOD2030,15.0
SHOP3082,MOD2197,
SHOP3022,MOD2162,
SHOP3080,MOD2158,
SHOP3001,MOD2034,
SHOP3073,MOD2159,
SHOP3005,MOD2011,
SHOP3072,MOD2167,
SHOP3070,MOD2130,
SHOP3012,MOD2140,
SHOP3041,MOD2175,
SHOP3004,MOD2057,
SHOP3017,MOD2061,
SHOP3068,MOD2001,17.0
SHOP3092,MOD2024,12.0
SHOP3068,MOD2130,
SHOP3009,MOD2127,
SHOP3010,MOD2165,28.0
SHOP3010,MOD2165,44.0
SHOP3005,MOD2160,
SHOP3033,MOD2089,
SHOP3013,MOD2100,38.0
SHOP3013,MOD2100,18.0
SHOP3069,MOD2120,
SHOP3027,MOD2190,
SHOP3048,MOD2150,14.0
SHOP3071,MOD2071,23.0
SHOP3013,MOD2043,
SHOP3086,MOD2150,19.0
SHOP3087,MOD2081,
SHOP3045,MOD2073,15.0
SHOP3004,MOD2122,
SHOP3001,MOD2052,
SHOP3000,MOD2083,
SHOP3003,MOD2121,
SHOP3049,MOD2191,
SHOP3031,MOD2151,28.0
SHOP3069,MOD2084,
SHOP3018,MOD2036,
SHOP3017,MOD2060,23.0
SHOP3095,MOD2061,
SHOP3088,MOD2159,
SHOP3028,MOD2111,
SHOP3057,MOD2133,
SHOP3056,MOD2077,
SHOP3019,MOD2062,15.0
SHOP3043,MOD2071,
SHOP3096,MOD2180,14.0
SHOP3010,MOD2155,
SHOP3076,MOD2080,
SHOP3073,MOD2198,
SHOP3032,MOD2193,
SHOP3045,MOD2099,27.0
SHOP3058,MOD2022,
SHOP3066,MOD2039,
SHOP3012,MOD2178,
SHOP3058,MOD2151,
SHOP3034,MOD2028,
SHOP3018,MOD2070,24.0
SHOP3039,MOD2045,
SHOP3079,MOD2151,15.0
SHOP3078,MOD2182,
SHOP3044,MOD2015,27.0
SHOP3076,MOD2051,
SHOP3088,MOD2190,
SHOP3006,MOD2049,
SHOP3021,MOD2009,
SHOP3090,MOD2093,
SHOP3064,MOD2154,19.0
SHOP3064,MOD2154,10.0
SHOP3016,MOD2001,
SHOP3081,MOD2066,
SHOP3040,MOD2031,
SHOP3070,MOD2073,
SHOP3082,MOD2098,
SHOP3076,MOD2159,
SHOP3059,MOD2022,
SHOP3022,MOD2130,
SHOP3044,MOD2087,19.0
SHOP3044,MOD2087,29.0
SHOP3001,MOD2106,
SHOP3004,MOD2187,30.0
SHOP3075,MOD2058,
SHOP3058,MOD2191,
SHOP3025,MOD2040,
SHOP3094,MOD2044,18.0
SHOP3086,MOD2079,
SHOP3004,MOD2036,11.0
SHOP3093,MOD2082,24.0
SHOP3062,MOD2098,
SHOP3068,MOD2031,
SHOP3031,MOD2115,
SHOP3078,MOD2127,23.0
SHOP3082,MOD2056,
SHOP3021,MOD2071,41.0
SHOP3021,MOD2071,10.0
SHOP3038,MOD2019,
SHOP3030,MOD2195,
SHOP3018,MOD2066,
SHOP3038,MOD2096,27.0
SHOP3030,MOD2046,19.0
SHOP3048,MOD2036,
SHOP3075,MOD2127,
SHOP3076,MOD2123,30.0
SHOP3076,MOD2123,29.0
SHOP3004,MOD2072,
SHOP3092,MOD2067,7.0
SHOP3092,MOD2067,21.0
SHOP3073,MOD2125,35.0
SHOP3054,MOD2144,
SHOP3056,MOD2131,15.0
SHOP3062,MOD2190,6.0
SHOP3039,MOD2148,28.0
SHOP3039,MOD2148,15.0
SHOP3029,MOD2046,6.0
SHOP3066,MOD2115,
SHOP3036,MOD2091,
SHOP3086,MOD2076,
SHOP3025,MOD2174,
SHOP3097,MOD2017,24.0
SHOP3003,MOD2072,
SHOP3035,MOD2120,
SHOP3056,MOD2157,1.0
SHOP3027,MOD2195,
SHOP3029,MOD2190,17.0
SHOP3007,MOD2062,14.0
SHOP3094,MOD2114,
SHOP3011,MOD2050,12.0
SHOP3062,MOD2014,
SHOP3057,MOD2081,
SHOP3084,MOD2158,
SHOP3087,MOD2189,
SHOP3093,MOD2043,
SHOP3079,MOD2199,
SHOP3062,MOD2015,
SHOP3094,MOD2197,
SHOP3008,MOD2153,
SHOP3076,MOD2189,
SHOP3092,MOD2029,19.0
SHOP3026,MOD2157,
SHOP3001,MOD2166,
SHOP3090,MOD2026,5.0
SHOP3061,MOD2099,
SHOP3074,MOD2148,
SHOP3010,MOD2070,
SHOP3074,MOD2174,
SHOP3088,MOD2146,28.0
SHOP3057,MOD2114,2.0
SHOP3092,MOD2022,14.0
SHOP3028,MOD2098,25.0
SHOP3028,MOD2098,15.0
SHOP3078,MOD2184,
SHOP3095,MOD2074,
SHOP3054,MOD2098,
SHOP3048,MOD2155,
SHOP3023,MOD2084,
SHOP3084,MOD2067,15.0
SHOP3025,MOD2139,
SHOP3044,MOD2070,
SHOP3045,MOD2044,22.0
SHOP3049,MOD2095,
SHOP3016,MOD2120,
SHOP3079,MOD2173,
SHOP3034,MOD2083,22.0
SHOP3055,MOD2162,
SHOP3093,MOD2046,
SHOP3024,MOD2094,
SHOP3094,MOD2082,
SHOP3035,MOD2180,23.0
SHOP3095,MOD2097,2.0
SHOP3087,MOD2031,
SHOP3044,MOD2160,
SHOP3046,MOD2079,
SHOP3095,MOD2163,
SHOP3000,MOD2142,
SHOP3023,MOD2139,
SHOP3091,MOD2154,26.0
SHOP3003,MOD2091,33.0
SHOP3073,MOD2164,19.0
SHOP3041,MOD2093,12.0
SHOP3084,MOD2184,5.0
SHOP3006,MOD2064,
SHOP3046,MOD2073,
SHOP3089,MOD2007,13.0
SHOP3068,MOD2138,
SHOP3037,MOD2187,
SHOP3022,MOD2044,
SHOP3054,MOD2137,37.0
SHOP3094,MOD2048,
SHOP3028,MOD2017,
SHOP3081,MOD2020,25.0
SHOP3081,MOD2020,17.0
SHOP3055,MOD2157,28.0
SHOP3049,MOD2043,
SHOP3065,MOD2040,
SHOP3042,MOD2115,
SHOP3055,MOD2190,
SHOP3042,MOD2152,
SHOP3035,MOD2067,
SHOP3041,MOD2083,
SHOP3006,MOD2172,
SHOP3022,MOD2043,12.0
