sale_id,sale_date,customer_id,model_id,shop_id,offer_id,quantity,discount,final_price,payment_mode,status
SALE10068,2023-01-23,CUST5467,MOD2173,SHOP3015,OFF_UNKNOWN,1,18.77,17310.113,EMI,Pending
SALE10069,2021-05-18,CUST3561,MOD2088,SHOP3086,OFF_UNKNOWN,1,27.47,7777.3919,Credit Card,Cancelled
SALE10070,2022-07-17,CUST4454,MOD2015,SHOP3048,OFF_UNKNOWN,1,14.91,21515.0065,Cash,Delivered
SALE10071,2024-09-15,CUST6379,MOD2188,SHOP3086,OFF_UNKNOWN,2,13.89,20969.5072,EMI,Pending
SALE10072,2020-11-29,CUST4745,MOD2176,SHOP3036,OFF_UNKNOWN,2,24.03,43242.124,EMI,Pending
SALE10073,2023-10-28,CUST4315,MOD2085,SHOP3019,OFF_UNKNOWN,1,28.61,19966.3552,EMI,Delivered
SALE10074,2020-08-28,CUST6456,MOD2028,SHOP3003,OFF_UNKNOWN,1,8.22,18838.7628,Cash,Pending
SALE10075,2023-08-30,CUST6560,MOD2080,SHOP3055,OFF_UNKNOWN,2,28.87,15255.9624,UPI,Pending
SALE10076,2020-12-21,CUST6117,MOD2150,SHOP3056,OFF_UNKNOWN,1,13.11,6586.262,UPI,Delivered
SALE10077,2025-08-11,CUST2086,MOD2044,SHOP3016,OFF_UNKNOWN,2,25.82,49240.684,Credit Card,Delivered
SALE10078,2023-03-25,CUST3738,MOD2103,SHOP3000,OFF_UNKNOWN,2,7.74,27091.2264,Cash,Delivered
SALE10079,2019-05-23,CUST6670,MOD2169,SHOP3084,OFF_UNKNOWN,1,27.61,11562.1308,Cash,Cancelled
SALE10079,2019-05-23,CUST6670,MOD2169,SHOP3084,OFF_UNKNOWN,1,27.61,11562.1308,Cash,Cancelled
SALE10080,2021-07-30,CUST4716,MOD2099,SHOP3075,OFF_UNKNOWN,1,14.93,27534.6069,EMI,Pending
SALE10081,2025-04-14,CUST4783,MOD2043,SHOP3041,OFF_UNKNOWN,1,12.02,23854.0174,EMI,Cancelled
SALE10082,2019-05-27,CUST1133,MOD2158,SHOP3020,OFF_UNKNOWN,2,6.11,64100.5808,Cash,Pending
SALE10083,2020-06-25,CUST6542,MOD2162,SHOP3064,OFF_UNKNOWN,2,8.84,30248.7112,EMI,Delivered
SALE10084,2022-10-10,CUST5212,MOD2058,SHOP3092,OFF_UNKNOWN,2,27.3,23755.452,Credit Card,Cancelled
SALE10085,2019-12-26,CUST3303,MOD2003,SHOP3011,OFF_UNKNOWN,1,16.24,18890.3928,UPI,Cancelled
SALE10086,2024-03-09,CUST4910,MOD2143,SHOP3070,OFF_UNKNOWN,1,3.9,38409.248,Credit Card,Delivered
SALE10087,2023-06-30,CUST2756,MOD2176,SHOP3001,OFF_UNKNOWN,1,29.69,20010.226,Credit Card,Cancelled
SALE10088,2023-12-24,CUST1249,MOD2108,SHOP3036,OFF_UNKNOWN,1,24.4,18809.28,Credit Card,Delivered
SALE10089,2023-03-11,CUST6895,MOD2091,SHOP3010,OFF_UNKNOWN,1,9.58,22548.0354,UPI,Cancelled
SALE10090,2023-07-02,CUST5451,MOD2113,SHOP3051,OFF_UNKNOWN,1,20.95,13436.919,Cash,Delivered
SALE10091,2025-05-19,CUST5616,MOD2184,SHOP3015,OFF_UNKNOWN,1,28.41,12024.2564,UPI,Cancelled
SALE10092,2022-01-03,CUST3854,MOD2147,SHOP3007,OFF_UNKNOWN,1,13.4,22872.792,Cash,Cancelled
SALE10093,2022-08-08,CUST5560,MOD2177,SHOP3088,OFF_UNKNOWN,1,0.89,29224.5657,Cash,Delivered
SALE10094,2025-06-22,CUST6995,MOD2148,SHOP3094,OFF_UNKNOWN,1,10.58,31239.7712,Credit Card,Cancelled
SALE10095,2020-08-06,CUST2210,MOD2061,SHOP3004,OFF_UNKNOWN,1,20.57,25229.3509,Cash,Cancelled
SALE10096,2021-04-21,CUST1254,MOD2139,SHOP3006,OFF_UNKNOWN,2,24.66,33301.7868,Cash,Pending
SALE10097,2022-08-25,CUST6155,MOD2065,SHOP3087,OFF_UNKNOWN,1,9.88,17371.5312,Cash,Delivered
SALE10098,2025-03-15,CUST5680,MOD2173,SHOP3079,OFF_UNKNOWN,1,2.17,20847.573,UPI,Cancelled
SALE10099,2019-11-01,CUST6020,MOD2174,SHOP3013,OFF_UNKNOWN,1,10.68,8187.9644,Credit Card,Cancelled
SALE10099,2019-11-01,CUST6020,MOD2174,SHOP3013,OFF_UNKNOWN,1,10.68,8187.9644,Credit Card,Cancelled
SALE10100,2020-09-17,CUST4745,MOD2032,SHOP3081,OFF_UNKNOWN,2,2.04,24227.4672,UPI,Delivered
SALE10101,2021-12-31,CUST4643,MOD2092,SHOP3077,OFF_UNKNOWN,2,4.17,14633.241,EMI,Cancelled
SALE10102,2022-10-30,CUST6356,MOD2138,SHOP3006,OFF_UNKNOWN,1,21.89,18596.4288,EMI,Pending
SALE10103,2019-01-21,CUST4617,MOD2042,SHOP3073,OFF_UNKNOWN,1,1.1,28427.816,Cash,Pending
SALE10104,2023-10-10,CUST3679,MOD2089,SHOP3068,OFF_UNKNOWN,1,4.45,27054.027,Cash,Pending
SALE10105,2021-02-24,CUST3871,MOD2115,SHOP3073,OFF_UNKNOWN,1,18.3,28076.205,Cash,Cancelled
SALE10106,2022-11-06,CUST5549,MOD2004,SHOP3044,OFF_UNKNOWN,1,5.45,23854.965,Credit Card,Cancelled
SALE10107,2025-02-16,CUST1756,MOD2006,SHOP3065,OFF_UNKNOWN,1,17.46,15307.043,EMI,Delivered
SALE10108,2022-01-15,CUST3767,MOD2111,SHOP3071,OFF_UNKNOWN,1,15.43,19073.0721,Cash,Cancelled
SALE10109,2025-02-11,CUST1517,MOD2021,SHOP3025,OFF_UNKNOWN,1,18.39,23901.936800000003,Credit Card,Delivered
SALE10110,2023-03-31,CUST1515,MOD2076,SHOP3031,OFF_UNKNOWN,2,29.28,39396.6976,Credit Card,Delivered
SALE10111,2021-10-19,CUST1865,MOD2128,SHOP3094,OFF_UNKNOWN,2,21.67,63268.7076,Cash,Cancelled
SALE10112,2022-02-26,CUST6020,MOD2091,SHOP3003,OFF_UNKNOWN,1,3.12,24158.9656,Cash,Pending
SALE10113,2021-12-21,CUST3714,MOD2033,SHOP3030,OFF_UNKNOWN,1,6.59,19985.0695,EMI,Pending
SALE10114,2021-09-19,CUST4156,MOD2058,SHOP3094,OFF_UNKNOWN,2,22.46,25336.9704,Credit Card,Pending
SALE10115,2020-03-24,CUST6577,MOD2137,SHOP3013,OFF_UNKNOWN,1,28.19,17100.115299999998,UPI,Cancelled
SALE10116,2025-01-27,CUST1454,MOD2010,SHOP3051,OFF_UNKNOWN,1,13.33,21780.171,Credit Card,Delivered
SALE10117,2023-04-10,CUST4101,MOD2046,SHOP3021,OFF_UNKNOWN,1,6.13,22516.5969,UPI,Delivered
SALE10118,2024-03-05,CUST3472,MOD2134,SHOP3016,OFF_UNKNOWN,2,0.79,29624.106,UPI,Pending
SALE10119,2019-06-03,CUST1983,MOD2020,SHOP3013,OFF_UNKNOWN,2,12.5,50102.5,Cash,Delivered
SALE10120,2024-06-26,CUST4068,MOD2045,SHOP3068,OFF_UNKNOWN,1,27.98,19065.8546,UPI,Delivered
SALE10121,2020-09-07,CUST5471,MOD2170,SHOP3010,OFF_UNKNOWN,1,16.26,14004.6776,Credit Card,Delivered
SALE10122,2024-04-14,CUST4778,MOD2145,SHOP3064,OFF_UNKNOWN,1,22.81,10058.6289,Credit Card,Cancelled
SALE10123,2023-06-09,CUST1593,MOD2189,SHOP3052,OFF_UNKNOWN,1,18.6,29011.774,Cash,Pending
SALE10124,2022-10-22,CUST3568,MOD2158,SHOP3032,OFF_UNKNOWN,1,11.08,30353.7312,Cash,Pending
SALE10125,2020-09-29,CUST3171,MOD2076,SHOP3048,OFF_UNKNOWN,1,24.72,20968.4912,Credit Card,Cancelled
SALE10126,2023-11-09,CUST2008,MOD2115,SHOP3008,OFF_UNKNOWN,1,15.55,29021.2425,EMI,Cancelled
SALE10127,2023-04-30,CUST2559,MOD2156,SHOP3027,OFF_UNKNOWN,1,12.43,27823.6161,UPI,Pending
SALE10127,2023-04-30,CUST2559,MOD2156,SHOP3027,OFF_UNKNOWN,1,12.43,27823.6161,UPI,Pending
SALE10128,2019-08-07,CUST6369,MOD2011,SHOP3023,OFF_UNKNOWN,2,1.66,18114.228,Credit Card,Delivered
SALE10129,2021-04-07,CUST6391,MOD2145,SHOP3007,OFF_UNKNOWN,1,29.71,9159.4899,Credit Card,Delivered
SALE10130,2021-04-23,CUST4231,MOD2041,SHOP3043,OFF_UNKNOWN,2,12.35,42794.236,Credit Card,Pending
SALE10131,2021-02-20,CUST2456,MOD2048,SHOP3013,OFF_UNKNOWN,1,4.16,7636.5312,EMI,Cancelled
SALE10132,2024-09-26,CUST2348,MOD2176,SHOP3013,OFF_UNKNOWN,1,17.51,23476.654,Cash,Cancelled
SALE10133,2019-03-29,CUST3090,MOD2180,SHOP3093,OFF_UNKNOWN,1,15.88,21449.7588,Cash,Pending
SALE10134,2022-12-30,CUST6758,MOD2102,SHOP3035,OFF_UNKNOWN,2,26.79,56077.3958,Cash,Pending
SALE10135,2021-10-03,CUST3560,MOD2060,SHOP3029,OFF_UNKNOWN,2,1.7,21474.618,UPI,Pending
SALE10136,2023-02-26,CUST5315,MOD2118,SHOP3043,OFF_UNKNOWN,1,1.6,23470.368,UPI,Delivered
SALE10137,2024-06-25,CUST6461,MOD2016,SHOP3068,OFF_UNKNOWN,1,27.3,13421.874,Cash,Delivered
SALE10137,2024-06-25,CUST6461,MOD2016,SHOP3068,OFF_UNKNOWN,1,27.3,13421.874,Cash,Delivered
SALE10138,2019-11-23,CUST4997,MOD2108,SHOP3098,OFF_UNKNOWN,2,23.37,38131.088,UPI,Delivered
SALE10139,2024-10-18,CUST5476,MOD2016,SHOP3065,OFF_UNKNOWN,1,13.17,16030.5546,UPI,Pending
SALE10140,2023-01-31,CUST1671,MOD2078,SHOP3038,OFF_UNKNOWN,1,3.68,24982.5184,Credit Card,Pending
SALE10141,2021-09-20,CUST2718,MOD2063,SHOP3098,OFF_UNKNOWN,1,20.37,25022.9312,Credit Card,Pending
SALE10142,2021-03-22,CUST1504,MOD2091,SHOP3009,OFF_UNKNOWN,1,11.27,22126.6001,UPI,Delivered
SALE10143,2024-10-15,CUST1578,MOD2159,SHOP3091,OFF_UNKNOWN,2,17.89,36535.6656,UPI,Cancelled
SALE10144,2022-12-20,CUST4045,MOD2179,SHOP3029,OFF_UNKNOWN,1,13.4,21852.644,Credit Card,Pending
SALE10145,2019-09-24,CUST5165,MOD2192,SHOP3008,OFF_UNKNOWN,1,13.72,30020.2632,Credit Card,Pending
SALE10146,2025-05-10,CUST2581,MOD2039,SHOP3037,OFF_UNKNOWN,1,9.79,48611.4627,EMI,Cancelled
SALE10146,2025-05-10,CUST2581,MOD2039,SHOP3037,OFF_UNKNOWN,1,9.79,48611.4627,EMI,Cancelled
SALE10147,2023-09-01,CUST4977,MOD2072,SHOP3040,OFF_UNKNOWN,1,20.7,17174.001,UPI,Delivered
SALE10148,2021-05-05,CUST6588,MOD2169,SHOP3067,OFF_UNKNOWN,1,4.05,15325.134,Cash,Delivered
SALE10149,2023-10-16,CUST1107,MOD2060,SHOP3084,OFF_UNKNOWN,1,17.73,8986.3521,Credit Card,Pending
SALE10150,2019-09-17,CUST1256,MOD2071,SHOP3052,OFF_UNKNOWN,1,14.34,11902.457,EMI,Delivered
SALE10151,2021-12-09,CUST2216,MOD2010,SHOP3059,OFF_UNKNOWN,1,12.98,21868.126,EMI,Cancelled
SALE10152,2021-03-01,CUST4746,MOD2183,SHOP3013,OFF_UNKNOWN,1,14.87,26738.4817,Cash,Delivered
SALE10153,2021-04-28,CUST6154,MOD2081,SHOP3067,OFF_UNKNOWN,1,5.94,33161.7936,UPI,Pending
SALE10154,2025-07-18,CUST3985,MOD2176,SHOP3019,OFF_UNKNOWN,1,7.69,26271.426,Cash,Cancelled
SALE10154,2025-07-18,CUST3985,MOD2176,SHOP3019,OFF_UNKNOWN,1,7.69,26271.426,Cash,Cancelled
SALE10155,2023-04-05,CUST6444,MOD2121,SHOP3071,OFF_UNKNOWN,1,26.07,13240.863,EMI,Pending
SALE10156,2022-04-20,CUST1969,MOD2053,SHOP3006,OFF_UNKNOWN,1,24.53,29383.4898,Cash,Pending
SALE10157,2023-03-07,CUST4613,MOD2196,SHOP3028,OFF_UNKNOWN,1,13.55,22891.960000000003,Credit Card,Pending
SALE10158,2020-06-18,CUST5852,MOD2157,SHOP3026,OFF_UNKNOWN,1,24.01,14424.4218,Credit Card,Pending
SALE10159,2020-05-06,CUST2918,MOD2041,SHOP3002,OFF_UNKNOWN,1,8.82,22258.8616,EMI,Pending
SALE10160,2023-09-12,CUST5345,MOD2192,SHOP3033,OFF_UNKNOWN,1,19.77,27915.2262,Cash,Delivered
SALE10161,2019-04-08,CUST4070,MOD2040,SHOP3027,OFF_UNKNOWN,1,17.43,29728.5028,UPI,Pending
SALE10162,2019-12-30,CUST6007,MOD2011,SHOP3033,OFF_UNKNOWN,1,4.59,8787.261,EMI,Pending
SALE10163,2019-03-13,CUST4021,MOD2115,SHOP3005,OFF_UNKNOWN,2,26.53,50495.931,Credit Card,Cancelled
SALE10164,2020-04-21,CUST6090,MOD2163,SHOP3029,OFF_UNKNOWN,2,5.86,70405.4232,Cash,Cancelled
SALE10165,2019-11-11,CUST5387,MOD2010,SHOP3054,OFF_UNKNOWN,1,25.53,18714.311,UPI,Delivered
SALE10166,2023-08-03,CUST1853,MOD2164,SHOP3083,OFF_UNKNOWN,1,14.45,23252.49,Credit Card,Delivered
SALE10167,2021-09-02,CUST3077,MOD2184,SHOP3099,OFF_UNKNOWN,1,0.29,16747.2916,UPI,Delivered
SALE10168,2024-05-04,CUST5687,MOD2143,SHOP3033,OFF_UNKNOWN,1,5.0,37969.6,Credit Card,Cancelled
SALE10169,2019-08-31,CUST5819,MOD2154,SHOP3072,OFF_UNKNOWN,1,27.92,15051.0248,Credit Card,Pending
SALE10170,2021-12-15,CUST6308,MOD2075,SHOP3043,OFF_UNKNOWN,1,0.88,14494.3176,Cash,Cancelled
SALE10171,2022-07-01,CUST1770,MOD2087,SHOP3090,OFF_UNKNOWN,1,20.97,22301.4757,Cash,Cancelled
SALE10172,2021-09-12,CUST2800,MOD2133,SHOP3072,OFF_UNKNOWN,2,10.15,31359.447,UPI,Pending
SALE10173,2025-07-25,CUST4889,MOD2198,SHOP3036,OFF_UNKNOWN,2,3.92,30338.2208,EMI,Pending
SALE10174,2025-07-03,CUST4482,MOD2045,SHOP3015,OFF_UNKNOWN,2,22.77,40890.1958,Credit Card,Pending
SALE10175,2025-01-22,CUST6627,MOD2095,SHOP3092,OFF_UNKNOWN,1,13.86,20499.5972,Cash,Cancelled
SALE10176,2023-05-08,CUST6904,MOD2177,SHOP3003,OFF_UNKNOWN,1,19.02,23878.5726,EMI,Delivered
SALE10177,2021-07-10,CUST4114,MOD2011,SHOP3052,OFF_UNKNOWN,1,25.57,6855.003,Credit Card,Pending
SALE10178,2024-08-14,CUST4419,MOD2051,SHOP3072,OFF_UNKNOWN,1,5.03,10912.053,UPI,Pending
SALE10179,2020-10-20,CUST6197,MOD2020,SHOP3071,OFF_UNKNOWN,1,29.63,20146.931,Cash,Delivered
SALE10180,2022-03-31,CUST3765,MOD2016,SHOP3061,OFF_UNKNOWN,1,3.87,17747.5206,UPI,Delivered
SALE10181,2022-06-30,CUST4494,MOD2040,SHOP3075,OFF_UNKNOWN,2,0.4,71719.968,Cash,Delivered
SALE10182,2023-10-21,CUST3860,MOD2177,SHOP3073,OFF_UNKNOWN,2,20.95,46618.947,Cash,Pending
SALE10183,2019-12-25,CUST1426,MOD2013,SHOP3017,OFF_UNKNOWN,1,17.73,27175.4264,EMI,Delivered
SALE10184,2020-04-05,CUST6133,MOD2135,SHOP3043,OFF_UNKNOWN,2,11.17,29846.88,EMI,Delivered
SALE10185,2024-01-30,CUST6635,MOD2008,SHOP3064,OFF_UNKNOWN,1,27.97,15193.2879,EMI,Delivered
SALE10186,2020-10-23,CUST1941,MOD2183,SHOP3030,OFF_UNKNOWN,1,6.27,29439.6557,EMI,Cancelled
SALE10187,2021-10-18,CUST6102,MOD2030,SHOP3067,OFF_UNKNOWN,1,28.73,18893.677,Cash,Pending
SALE10188,2024-02-28,CUST2771,MOD2032,SHOP3043,OFF_UNKNOWN,1,3.56,11925.7704,EMI,Pending
SALE10189,2019-09-14,CUST3946,MOD2106,SHOP3007,OFF_UNKNOWN,1,13.92,15662.256,Cash,Cancelled
SALE10190,2021-03-06,CUST6737,MOD2159,SHOP3063,OFF_UNKNOWN,1,21.69,17422.4088,Cash,Pending
SALE10191,2023-11-20,CUST2119,MOD2115,SHOP3040,OFF_UNKNOWN,1,5.85,32354.6475,UPI,Pending
SALE10192,2019-08-18,CUST6479,MOD2124,SHOP3077,OFF_UNKNOWN,1,20.8,16651.8,Cash,Delivered
SALE10193,2022-04-14,CUST4201,MOD2051,SHOP3059,OFF_UNKNOWN,1,10.76,10253.676,Credit Card,Cancelled
SALE10194,2021-05-06,CUST4124,MOD2148,SHOP3036,OFF_UNKNOWN,1,13.46,30233.6144,EMI,Delivered
SALE10195,2019-03-26,CUST6038,MOD2031,SHOP3058,OFF_UNKNOWN,2,22.9,66796.356,UPI,Delivered
SALE10196,2022-06-09,CUST6460,MOD2063,SHOP3094,OFF_UNKNOWN,1,0.14,31380.0064,Cash,Delivered
SALE10197,2025-08-08,CUST3893,MOD2178,SHOP3033,OFF_UNKNOWN,1,25.6,34059.576,Cash,Cancelled
SALE10198,2025-04-18,CUST4150,MOD2015,SHOP3065,OFF_UNKNOWN,1,5.19,23972.7085,Credit Card,Pending
SALE10199,2020-10-19,CUST2745,MOD2057,SHOP3028,OFF_UNKNOWN,1,20.2,13696.074,EMI,Pending
SALE10200,2023-02-25,CUST1279,MOD2103,SHOP3027,OFF_UNKNOWN,1,25.74,10902.8532,UPI,Delivered
SALE10201,2020-01-11,CUST4476,MOD2100,SHOP3064,OFF_UNKNOWN,1,3.15,39512.863,Credit Card,Pending
SALE10201,2020-01-11,CUST4476,MOD2100,SHOP3064,OFF_UNKNOWN,1,3.15,39512.863,Credit Card,Pending
SALE10202,2024-04-27,CUST1382,MOD2088,SHOP3076,OFF_UNKNOWN,1,4.03,10290.8631,Cash,Cancelled
SALE10203,2023-01-17,CUST1986,MOD2116,SHOP3049,OFF_UNKNOWN,2,12.27,44156.2636,Credit Card,Delivered
SALE10204,2022-10-29,CUST4641,MOD2026,SHOP3094,OFF_UNKNOWN,2,26.51,36988.9868,UPI,Pending
SALE10205,2021-11-10,CUST5820,MOD2004,SHOP3028,OFF_UNKNOWN,1,7.16,23423.532,UPI,Pending
SALE10206,2023-02-10,CUST4438,MOD2034,SHOP3083,OFF_UNKNOWN,1,8.6,20918.718,EMI,Cancelled
SALE10206,2023-02-10,CUST4438,MOD2034,SHOP3083,OFF_UNKNOWN,1,8.6,20918.718,EMI,Cancelled
SALE10207,2024-07-26,CUST5495,MOD2069,SHOP3032,OFF_UNKNOWN,1,27.14,13265.620199999998,Cash,Delivered
SALE10207,2024-07-26,CUST5495,MOD2069,SHOP3032,OFF_UNKNOWN,1,27.14,13265.620199999998,Cash,Delivered
SALE10208,2023-07-26,CUST4771,MOD2110,SHOP3032,OFF_UNKNOWN,1,7.76,22695.652,UPI,Cancelled
SALE10209,2022-01-08,CUST5749,MOD2183,SHOP3088,OFF_UNKNOWN,1,13.02,27319.5482,UPI,Cancelled
SALE10210,2021-07-07,CUST2025,MOD2103,SHOP3085,OFF_UNKNOWN,1,28.96,10430.0928,EMI,Cancelled
SALE10211,2021-07-13,CUST6407,MOD2191,SHOP3041,OFF_UNKNOWN,1,28.94,16900.9104,Credit Card,Cancelled
SALE10212,2019-05-06,CUST4298,MOD2003,SHOP3046,OFF_UNKNOWN,1,9.03,20516.4641,EMI,Delivered
SALE10213,2019-05-28,CUST4462,MOD2074,SHOP3061,OFF_UNKNOWN,1,1.07,25618.9128,UPI,Delivered
SALE10214,2021-02-18,CUST5981,MOD2154,SHOP3032,OFF_UNKNOWN,1,18.47,17024.279300000002,EMI,Cancelled
SALE10215,2020-07-17,CUST1409,MOD2170,SHOP3013,OFF_UNKNOWN,1,9.78,15088.3928,EMI,Pending
SALE10216,2022-03-05,CUST3767,MOD2171,SHOP3073,OFF_UNKNOWN,2,15.0,43899.1,Credit Card,Cancelled
SALE10217,2023-10-24,CUST3493,MOD2100,SHOP3054,OFF_UNKNOWN,1,15.34,34539.5868,Cash,Pending
SALE10218,2023-10-24,CUST4874,MOD2096,SHOP3004,OFF_UNKNOWN,1,10.09,20875.3038,Credit Card,Delivered
SALE10219,2021-03-19,CUST3474,MOD2041,SHOP3022,OFF_UNKNOWN,1,11.39,21631.4732,EMI,Delivered
SALE10220,2022-03-31,CUST2233,MOD2146,SHOP3039,OFF_UNKNOWN,1,10.6,18064.164,UPI,Pending
SALE10221,2024-04-09,CUST3688,MOD2151,SHOP3012,OFF_UNKNOWN,1,21.55,18658.548,Credit Card,Pending
SALE10222,2022-07-01,CUST2320,MOD2032,SHOP3061,OFF_UNKNOWN,1,17.43,10210.6062,Cash,Pending
SALE10223,2022-07-11,CUST4315,MOD2192,SHOP3052,OFF_UNKNOWN,1,10.58,31112.7948,Cash,Delivered
SALE10224,2023-06-24,CUST5041,MOD2095,SHOP3036,OFF_UNKNOWN,2,6.4,44549.856,Cash,Delivered
SALE10225,2020-03-10,CUST1782,MOD2094,SHOP3024,OFF_UNKNOWN,1,22.78,23144.3784,Cash,Cancelled
SALE10226,2022-09-04,CUST5115,MOD2168,SHOP3073,OFF_UNKNOWN,2,25.33,41837.601,Cash,Pending
SALE10227,2023-12-08,CUST6902,MOD2042,SHOP3003,OFF_UNKNOWN,1,25.91,21296.4296,Credit Card,Cancelled
SALE10228,2023-07-16,CUST4856,MOD2150,SHOP3046,OFF_UNKNOWN,1,28.34,5431.828,UPI,Delivered
SALE10229,2023-05-21,CUST2138,MOD2079,SHOP3053,OFF_UNKNOWN,2,2.5,35312.55,Cash,Pending
SALE10229,2023-05-21,CUST2138,MOD2079,SHOP3053,OFF_UNKNOWN,2,2.5,35312.55,Cash,Pending
SALE10229,2023-05-21,CUST2138,MOD2079,SHOP3053,OFF_UNKNOWN,2,2.5,35312.55,Cash,Pending
SALE10230,2025-07-17,CUST2891,MOD2125,SHOP3087,OFF_UNKNOWN,1,23.18,23029.0996,EMI,Cancelled
SALE10231,2019-11-06,CUST2286,MOD2193,SHOP3041,OFF_UNKNOWN,2,25.67,36531.7084,Credit Card,Pending
SALE10232,2024-05-10,CUST6541,MOD2065,SHOP3080,OFF_UNKNOWN,2,5.69,36358.391200000005,EMI,Pending
SALE10233,2022-11-02,CUST1736,MOD2096,SHOP3083,OFF_UNKNOWN,1,24.87,17443.683399999998,UPI,Cancelled
SALE10234,2025-02-21,CUST6426,MOD2109,SHOP3042,OFF_UNKNOWN,1,0.85,42977.559,Cash,Pending
SALE10235,2021-02-06,CUST5439,MOD2091,SHOP3030,OFF_UNKNOWN,1,6.12,23410.8556,Cash,Pending
SALE10236,2024-11-23,CUST4358,MOD2048,SHOP3080,OFF_UNKNOWN,1,2.48,7770.393599999999,UPI,Pending
SALE10236,2024-11-23,CUST4358,MOD2048,SHOP3080,OFF_UNKNOWN,1,2.48,7770.393599999999,UPI,Pending
SALE10237,2022-04-25,CUST5116,MOD2028,SHOP3071,OFF_UNKNOWN,2,21.81,32098.558800000003,Credit Card,Delivered
SALE10238,2019-10-10,CUST4889,MOD2092,SHOP3066,OFF_UNKNOWN,2,3.09,14798.157,Credit Card,Delivered
SALE10239,2019-01-28,CUST3364,MOD2144,SHOP3098,OFF_UNKNOWN,1,29.64,21531.5672,Credit Card,Pending
SALE10240,2022-03-21,CUST4072,MOD2065,SHOP3088,OFF_UNKNOWN,1,9.02,17537.304799999998,EMI,Pending
SALE10241,2024-03-24,CUST4814,MOD2117,SHOP3037,OFF_UNKNOWN,2,14.77,70401.68460000001,Cash,Delivered
SALE10242,2024-03-21,CUST5971,MOD2106,SHOP3007,OFF_UNKNOWN,1,13.21,15791.4405,UPI,Cancelled
SALE10243,2023-11-20,CUST4031,MOD2090,SHOP3046,OFF_UNKNOWN,2,11.4,42504.964,UPI,Pending
SALE10243,2023-11-20,CUST4031,MOD2090,SHOP3046,OFF_UNKNOWN,2,11.4,42504.964,UPI,Pending
SALE10244,2019-02-09,CUST4661,MOD2104,SHOP3050,OFF_UNKNOWN,1,15.31,18421.7688,EMI,Pending
SALE10245,2019-05-12,CUST4070,MOD2120,SHOP3048,OFF_UNKNOWN,1,9.96,16001.9088,Credit Card,Cancelled
SALE10246,2020-04-05,CUST3270,MOD2144,SHOP3069,OFF_UNKNOWN,1,15.26,25932.1348,EMI,Delivered
SALE10247,2025-07-06,CUST5339,MOD2006,SHOP3043,OFF_UNKNOWN,1,13.6,16022.88,EMI,Cancelled
SALE10248,2021-03-04,CUST1211,MOD2115,SHOP3004,OFF_UNKNOWN,1,1.06,34000.731,Credit Card,Cancelled
SALE10249,2023-01-06,CUST3750,MOD2154,SHOP3028,OFF_UNKNOWN,1,22.42,16199.4798,Cash,Cancelled
SALE10250,2023-07-22,CUST1782,MOD2183,SHOP3057,OFF_UNKNOWN,1,12.87,27366.6617,EMI,Pending
SALE10251,2022-07-28,CUST5328,MOD2115,SHOP3070,OFF_UNKNOWN,2,5.58,64894.866,Credit Card,Pending
SALE10252,2019-04-26,CUST1883,MOD2125,SHOP3036,OFF_UNKNOWN,2,11.6,53001.104,Credit Card,Delivered
SALE10253,2022-04-13,CUST3805,MOD2145,SHOP3074,OFF_UNKNOWN,1,21.83,10186.3327,EMI,Delivered
SALE10253,2022-04-13,CUST3805,MOD2145,SHOP3074,OFF_UNKNOWN,1,21.83,10186.3327,EMI,Delivered
SALE10254,2025-03-22,CUST5088,MOD2009,SHOP3010,OFF_UNKNOWN,1,11.36,22165.3184,UPI,Delivered
SALE10255,2023-02-11,CUST2617,MOD2065,SHOP3011,OFF_UNKNOWN,1,15.06,16373.0344,Credit Card,Cancelled
SALE10256,2024-03-16,CUST3727,MOD2166,SHOP3005,OFF_UNKNOWN,1,28.73,9326.3922,UPI,Delivered
SALE10257,2022-07-18,CUST3752,MOD2119,SHOP3086,OFF_UNKNOWN,2,0.92,82428.6152,Cash,Delivered
SALE10258,2024-04-18,CUST2434,MOD2090,SHOP3056,OFF_UNKNOWN,1,10.98,21353.2274,EMI,Delivered
SALE10259,2021-12-12,CUST5767,MOD2021,SHOP3065,OFF_UNKNOWN,1,12.47,25635.7864,Cash,Pending
SALE10260,2024-11-03,CUST1709,MOD2039,SHOP3055,OFF_UNKNOWN,2,1.34,106329.8284,Cash,Cancelled
SALE10261,2024-02-19,CUST2584,MOD2123,SHOP3051,OFF_UNKNOWN,1,13.58,22179.693,Cash,Pending
SALE10262,2025-02-23,CUST2837,MOD2034,SHOP3000,OFF_UNKNOWN,2,26.32,33726.2832,EMI,Pending
SALE10263,2025-03-26,CUST5942,MOD2047,SHOP3004,OFF_UNKNOWN,1,21.04,30686.2248,UPI,Delivered
SALE10264,2020-05-17,CUST1345,MOD2016,SHOP3037,OFF_UNKNOWN,1,4.42,17645.9796,UPI,Cancelled
SALE10265,2023-08-30,CUST6500,MOD2006,SHOP3050,OFF_UNKNOWN,2,9.08,33722.228,EMI,Pending
SALE10266,2021-08-09,CUST1939,MOD2155,SHOP3058,OFF_UNKNOWN,1,5.76,16018.9152,EMI,Pending
SALE10267,2024-08-05,CUST6799,MOD2014,SHOP3006,OFF_UNKNOWN,1,19.53,10648.5951,UPI,Delivered
