final_price,revenue,discount,brand,ram_gb,storage_gb,rating,city
26038.94,26038.94,23.72,Motorola,12,64,4.0,Hydrabad
53906.25,107812.5,16.96,Samsung,12,256,3.9,Hydrabad
56968.49,113936.98,29.47,vivo,4,64,5.0,Pune
14806.96,14806.96,26.72,Motorola,6,64,3.3,Suratt
18404.77,18404.77,0.31,OnePlus,4,128,3.8,Chennai
18619.13,18619.13,9.29,Samsung,8,512,3.5,Chennai
13986.81,13986.81,24.24,OnePlus,4,128,3.1,Jaipur
23353.66,23353.66,4.78,OPPO,4,128,3.3,Ahmedbad
22888.51,22888.51,17.37,OnePlus,12,128,3.9,Suratt
27872.88,55745.76,16.0,realme,8,64,4.4,Mumbai
23071.22,23071.22,7.27,OnePlus,8,64,4.2,Pune
20718.33,20718.33,29.26,Samsung,4,256,3.2,Hydrabad
60455.28,120910.56,22.22,Motorola,4,128,4.2,Jaipur
23528.27,23528.27,15.53,OnePlus,6,128,5.0,Pune
13345.92,13345.92,28.62,realme,6,128,4.8,Delhi
25274.18,25274.18,20.17,OPPO,12,128,3.0,Pune
36882.55,73765.1,22.31,OnePlus,4,256,3.4,Ahmedbad
16037.01,16037.01,25.95,Samsung,4,512,3.1,Delhi
22968.7,22968.7,15.0,realme,12,128,3.3,Suratt
52423.38,104846.76,27.56,Motorola,6,128,3.3,Hydrabad
19635.44,19635.44,25.89,Samsung,6,512,3.6,Chennai
26262.58,26262.58,18.86,vivo,12,64,3.8,Delhi
31152.95,31152.95,16.26,OnePlus,4,128,3.6,Ahmedbad
30589.18,30589.18,1.5,OPPO,4,64,4.2,Delhi
5402.27,5402.27,28.73,realme,8,64,3.5,Mumbai
22907.43,22907.43,9.22,realme,6,512,3.3,Pune
24065.17,24065.17,11.46,Apple,6,64,3.6,Ahmedbad
18631.95,18631.95,7.79,Motorola,6,64,3.8,Ahmedbad
19194.75,19194.75,21.89,Samsung,8,128,4.7,Delhi
24908.48,24908.48,1.29,realme,6,512,3.8,Chennai
17796.36,17796.36,16.82,Xiaomi,4,256,4.3,Ahmedbad
30791.21,30791.21,3.09,OnePlus,12,512,4.2,Chennai
15603.18,31206.36,19.28,OPPO,4,512,5.0,Ahmedbad
20090.47,20090.47,1.58,realme,8,128,4.6,Hydrabad
20851.04,20851.04,15.15,Samsung,8,128,4.2,Suratt
49371.93,98743.86,9.79,Motorola,8,64,3.3,Pune
17742.03,17742.03,29.5,Apple,4,256,3.8,Hydrabad
26396.42,26396.42,29.41,Apple,4,128,4.7,Jaipur
38277.77,38277.77,7.32,realme,12,128,4.1,Delhi
16247.95,16247.95,9.28,OPPO,6,128,3.5,Pune
21248.67,21248.67,23.29,OnePlus,12,128,3.8,Kolkatta
21524.81,21524.81,9.59,realme,6,128,4.7,Kolkatta
17211.99,34423.98,29.32,OPPO,4,64,4.1,Delhi
26833.04,53666.08,21.07,Xiaomi,6,128,3.1,Hydrabad
24463.3,24463.3,13.6,OnePlus,6,512,4.1,Jaipur
25969.03,51938.06,22.36,realme,4,256,4.2,Hydrabad
23069.68,23069.68,18.94,realme,8,128,3.1,Pune
18698.09,18698.09,21.43,Xiaomi,12,64,4.8,Delhi
54644.95,109289.9,8.84,OPPO,8,256,3.2,Jaipur
39700.21,39700.21,0.67,OPPO,6,256,3.0,Kolkatta
21070.86,21070.86,11.66,Apple,12,128,4.2,Ahmedbad
51131.55,102263.1,5.63,Xiaomi,8,64,3.6,Suratt
27436.17,54872.34,3.78,OPPO,6,128,3.5,Pune
14330.8,14330.8,14.31,realme,4,256,4.7,Pune
17422.22,17422.22,21.17,Apple,4,512,4.7,Delhi
6051.11,6051.11,20.17,realme,8,64,3.1,Hydrabad
11725.05,11725.05,26.59,OPPO,8,256,5.0,Suratt
22209.61,22209.61,24.68,Apple,8,256,3.1,Kolkatta
13574.25,13574.25,23.62,vivo,4,128,4.8,Ahmedbad
48209.88,96419.76,24.11,Xiaomi,4,512,4.0,Hydrabad
19122.69,19122.69,15.21,Xiaomi,4,64,3.5,Pune
15490.24,15490.24,27.31,Motorola,12,256,5.0,Jaipur
40237.77,80475.54,15.41,Samsung,12,64,4.2,Jaipur
18586.04,18586.04,14.18,Samsung,4,512,3.2,Bangalore
12225.91,12225.91,26.31,realme,8,64,3.6,Delhi
21652.64,21652.64,20.97,OnePlus,4,128,5.0,Hydrabad
28727.93,28727.93,13.03,Xiaomi,4,128,4.7,Jaipur
21842.86,21842.86,10.94,OPPO,4,128,3.9,Delhi
60255.03,120510.06,4.08,OPPO,8,64,3.9,Delhi
20950.7,20950.7,23.08,Motorola,4,128,3.7,Chennai
18961.31,18961.31,6.16,Motorola,6,64,3.7,Chennai
22206.16,22206.16,24.18,Samsung,4,256,3.5,Delhi
27474.32,27474.32,10.44,Xiaomi,12,512,3.5,Mumbai
10281.82,10281.82,5.87,Samsung,4,128,3.1,Hydrabad
18262.97,18262.97,27.43,realme,12,256,3.3,Suratt
24563.41,24563.41,9.33,Xiaomi,8,64,4.1,Delhi
12391.83,12391.83,8.83,OPPO,12,128,4.1,Pune
33037.61,33037.61,16.5,OPPO,12,512,4.0,Pune
43506.98,87013.96,13.56,realme,12,256,4.7,Jaipur
22079.1,22079.1,4.7,Xiaomi,4,64,4.4,Kolkatta
32414.1,32414.1,12.87,OnePlus,4,128,3.6,Mumbai
33214.68,33214.68,5.79,OnePlus,4,512,4.0,Suratt
11708.21,11708.21,29.71,Motorola,6,256,3.5,Mumbai
20778.65,20778.65,26.99,realme,8,128,3.5,Chennai
16644.84,16644.84,8.58,OnePlus,4,64,3.7,Mumbai
67931.85,135863.7,21.64,Motorola,6,64,3.9,Kolkatta
13654.58,13654.58,23.76,OPPO,6,128,3.3,Jaipur
25107.62,25107.62,23.99,Xiaomi,4,128,3.3,Mumbai
61071.36,122142.72,18.76,OPPO,12,128,4.8,Pune
24627.59,24627.59,2.6,Samsung,6,64,3.7,Ahmedbad
20094.82,20094.82,19.64,OPPO,12,256,3.6,Delhi
12395.06,12395.06,5.28,Xiaomi,8,64,4.0,Mumbai
30752.81,30752.81,27.9,Motorola,4,128,3.3,Chennai
9796.37,9796.37,8.65,Xiaomi,4,128,4.2,Mumbai
51173.17,102346.34,22.54,Xiaomi,4,128,4.1,Hydrabad
24906.52,24906.52,14.96,Samsung,4,256,4.8,Delhi
28349.35,28349.35,19.59,OnePlus,4,512,5.0,Mumbai
23280.08,23280.08,5.08,OPPO,4,128,3.5,Bangalore
53467.92,106935.84,22.79,Motorola,6,64,3.8,Ahmedbad
8473.03,8473.03,20.99,Xiaomi,4,128,3.1,Kolkatta
21953.07,21953.07,25.55,Apple,8,256,3.2,Ahmedbad
35416.44,70832.88,28.03,Samsung,4,512,4.7,Kolkatta
19545.02,19545.02,26.17,OnePlus,8,256,4.0,Pune
5179.94,5179.94,29.63,realme,12,512,3.3,Jaipur
15462.77,15462.77,2.06,OPPO,12,64,5.0,Mumbai
13780.82,13780.82,3.34,OPPO,6,128,4.2,Hydrabad
26273.74,26273.74,19.2,Samsung,6,128,5.0,Mumbai
37027.29,37027.29,1.35,Xiaomi,8,256,3.1,Jaipur
23467.9,23467.9,23.5,Xiaomi,12,512,4.4,Delhi
23892.8,23892.8,3.06,Apple,4,64,3.6,Delhi
22472.93,22472.93,15.11,OnePlus,8,256,4.0,Jaipur
24494.36,24494.36,1.55,OnePlus,8,64,3.5,Chennai
21779.34,21779.34,17.54,Motorola,6,256,3.1,Delhi
29505.34,59010.68,0.34,Motorola,12,64,3.6,Jaipur
23276.88,23276.88,11.05,vivo,6,512,3.3,Pune
21101.94,21101.94,22.98,OnePlus,4,128,4.0,Kolkatta
21033.42,21033.42,1.69,Xiaomi,4,256,3.1,Mumbai
26434.6,26434.6,11.82,realme,6,128,3.3,Jaipur
10532.12,21064.24,28.46,realme,12,512,3.5,Delhi
25726.17,25726.17,8.17,OPPO,4,512,4.1,Delhi
22676.82,22676.82,24.34,OPPO,8,256,4.1,Pune
28106.55,56213.1,23.88,OnePlus,4,128,3.3,Chennai
30709.36,61418.72,14.43,OnePlus,8,128,3.9,Mumbai
22560.32,22560.32,8.31,Samsung,4,512,4.8,Bangalore
18145.1,18145.1,0.34,OnePlus,4,64,4.9,Delhi
65942.82,131885.64,6.48,OnePlus,4,512,4.8,Ahmedbad
20274.88,20274.88,19.32,vivo,4,512,3.5,Chennai
15240.69,15240.69,9.26,vivo,6,64,3.8,Hydrabad
31730.44,31730.44,26.75,OnePlus,12,512,4.5,Hydrabad
73572.79,147145.58,2.13,OPPO,12,128,4.5,Kolkatta
46636.58,93273.16,11.94,realme,6,512,3.9,Bangalore
25287.89,25287.89,5.86,Motorola,12,64,4.3,Delhi
14300.16,14300.16,14.88,Samsung,12,128,3.8,Pune
13087.3,13087.3,26.36,vivo,4,128,3.1,Mumbai
29403.14,58806.28,1.53,Samsung,8,64,4.0,Jaipur
18071.48,18071.48,7.34,Samsung,6,512,5.0,Pune
25494.37,50988.74,10.59,OPPO,6,128,4.0,Hydrabad
35902.19,35902.19,9.26,OPPO,12,512,4.1,Pune
18597.46,18597.46,26.3,realme,6,512,3.9,Hydrabad
9114.15,9114.15,16.56,Samsung,4,128,3.3,Jaipur
35482.82,70965.64,25.45,Xiaomi,12,64,3.4,Suratt
29178.01,58356.02,13.14,vivo,6,64,3.3,Suratt
22258.57,22258.57,21.79,realme,8,128,3.1,Jaipur
23552.84,23552.84,1.81,Apple,8,512,4.1,Chennai
13572.2,13572.2,24.22,OPPO,6,128,4.8,Jaipur
38435.08,76870.16,17.23,Apple,8,64,4.6,Jaipur
26968.83,26968.83,22.49,Apple,8,128,3.7,Suratt
52473.39,104946.78,20.95,vivo,8,64,3.1,Delhi
22991.49,22991.49,27.38,OPPO,12,128,3.5,Kolkatta
23383.91,23383.91,1.74,Xiaomi,12,64,5.0,Mumbai
28386.0,28386.0,10.66,OnePlus,12,512,4.0,Kolkatta
12333.2,12333.2,11.24,vivo,4,64,3.2,Ahmedbad
77034.63,154069.26,6.74,realme,12,128,4.6,Ahmedbad
55994.91,111989.82,13.5,vivo,12,64,3.4,Jaipur
25932.13,25932.13,15.26,OnePlus,4,64,4.7,Kolkatta
18913.06,18913.06,12.67,Samsung,4,512,3.6,Kolkatta
24183.35,24183.35,10.94,Samsung,6,512,4.2,Suratt
23654.53,47309.06,20.14,Xiaomi,6,512,4.7,Ahmedbad
33016.03,33016.03,5.11,Apple,8,128,3.2,Suratt
25110.54,25110.54,16.22,OPPO,8,256,4.6,Bangalore
34960.52,34960.52,11.64,OPPO,12,512,4.6,Jaipur
14172.46,14172.46,15.62,vivo,6,64,3.1,Bangalore
44965.12,89930.24,24.03,vivo,4,512,4.8,Delhi
11936.0,11936.0,29.78,OPPO,4,512,3.3,Chennai
16814.3,16814.3,22.7,Motorola,8,128,4.2,Chennai
21873.21,43746.42,21.68,OPPO,8,256,4.4,Jaipur
29352.63,29352.63,6.66,vivo,8,128,4.2,Bangalore
36573.39,36573.39,15.57,OnePlus,12,512,3.5,Jaipur
7603.68,7603.68,29.09,Samsung,6,256,3.1,Delhi
80553.92,161107.84,0.27,vivo,4,64,4.3,Bangalore
27468.58,27468.58,26.92,OPPO,12,128,3.5,Delhi
16373.03,16373.03,15.06,realme,4,128,3.3,Hydrabad
23365.98,23365.98,13.82,Xiaomi,6,128,3.5,Mumbai
35812.95,35812.95,11.09,Apple,12,64,4.2,Pune
12852.69,12852.69,9.85,OPPO,6,128,3.2,Ahmedbad
9822.77,9822.77,24.62,OPPO,4,64,3.1,Pune
36621.32,36621.32,5.94,realme,4,128,4.6,Hydrabad
15670.13,15670.13,1.89,OPPO,8,256,3.8,Mumbai
14679.2,29358.4,24.06,OPPO,4,512,3.5,Kolkatta
27504.91,27504.91,15.26,Samsung,12,256,3.6,Hydrabad
26632.13,26632.13,16.18,OnePlus,12,512,3.7,Pune
23291.86,23291.86,28.24,Samsung,12,256,4.2,Ahmedbad
18114.36,18114.36,29.42,OnePlus,4,256,4.0,Delhi
42040.09,84080.18,15.94,OPPO,12,256,3.5,Bangalore
38941.08,77882.16,24.6,OnePlus,12,128,4.7,Pune
39064.04,78128.08,25.9,OnePlus,12,64,4.6,Ahmedbad
18018.1,18018.1,27.58,OnePlus,8,64,4.4,Suratt
8553.46,8553.46,20.24,Xiaomi,4,128,5.0,Delhi
37648.0,75296.0,21.08,Apple,12,128,3.3,Ahmedbad
20631.09,20631.09,18.02,Apple,4,256,3.3,Bangalore
29910.69,29910.69,17.76,realme,4,256,4.6,Kolkatta
16909.73,16909.73,27.73,realme,6,512,3.6,Bangalore
20174.03,20174.03,19.1,vivo,4,64,3.3,Ahmedbad
17897.12,17897.12,1.17,OnePlus,4,512,3.7,Ahmedbad
13910.55,13910.55,2.43,OPPO,6,128,3.5,Hydrabad
69250.69,138501.38,16.76,Motorola,4,256,3.7,Suratt
10183.53,10183.53,22.18,Xiaomi,8,64,4.8,Chennai
14487.16,14487.16,29.52,OPPO,4,128,3.9,Jaipur
21635.65,21635.65,13.04,OnePlus,8,64,4.1,Jaipur
12231.36,12231.36,23.42,OPPO,8,256,3.6,Suratt
19028.97,19028.97,26.31,OnePlus,12,128,3.5,Hydrabad
19531.52,19531.52,12.21,realme,12,64,3.7,Delhi
19909.87,39819.74,13.36,realme,12,512,3.1,Pune
27840.27,27840.27,12.35,Xiaomi,4,512,3.3,Delhi
17849.41,17849.41,13.04,Samsung,8,512,3.5,Suratt
28522.77,28522.77,23.33,OnePlus,4,128,3.3,Ahmedbad
13925.02,13925.02,11.8,OPPO,12,64,3.3,Jaipur
12823.01,12823.01,21.06,Samsung,8,128,4.7,Bangalore
19196.05,19196.05,9.92,Motorola,12,256,3.1,Pune
24311.16,24311.16,6.12,OPPO,6,256,3.1,Bangalore
35491.37,70982.74,25.13,Motorola,8,64,5.0,Hydrabad
27789.89,27789.89,25.3,OnePlus,4,128,3.3,Chennai
16613.85,16613.85,8.69,Xiaomi,6,64,3.3,Jaipur
43666.69,87333.38,15.45,OnePlus,12,128,3.3,Mumbai
24088.88,24088.88,10.55,Apple,8,128,4.2,Chennai
46903.78,93807.56,5.74,OnePlus,8,64,4.0,Suratt
25433.91,25433.91,6.62,Motorola,4,128,4.2,Chennai
34632.38,69264.76,17.64,OPPO,12,256,3.8,Jaipur
39108.75,78217.5,27.63,OnePlus,6,512,4.3,Suratt
25039.81,25039.81,10.62,OPPO,4,512,3.3,Bangalore
12612.86,12612.86,15.52,Samsung,8,64,3.3,Mumbai
16110.04,16110.04,10.05,OPPO,6,128,4.1,Delhi
31930.17,31930.17,14.93,Xiaomi,8,256,3.3,Kolkatta
39842.09,79684.18,2.41,realme,8,128,3.8,Bangalore
51429.72,102859.44,15.97,OnePlus,4,64,3.9,Jaipur
14286.82,14286.82,15.95,OPPO,4,512,3.3,Kolkatta
36189.86,72379.72,0.55,Xiaomi,6,64,4.5,Chennai
68430.72,136861.44,4.0,Xiaomi,4,64,4.8,Mumbai
18942.15,18942.15,24.04,vivo,4,64,3.7,Pune
37560.3,75120.6,23.07,Apple,4,64,3.2,Suratt
13803.51,13803.51,22.33,vivo,4,128,5.0,Pune
15326.08,15326.08,13.85,Motorola,8,128,3.3,Ahmedbad
23557.22,23557.22,3.95,OPPO,4,128,3.2,Kolkatta
16287.48,16287.48,4.18,OPPO,4,512,3.3,Jaipur
73943.45,147886.9,5.04,realme,4,128,3.4,Suratt
19011.97,19011.97,23.76,vivo,4,64,3.6,Hydrabad
7417.02,7417.02,19.09,Motorola,12,256,3.5,Chennai
27703.59,55407.18,6.47,Xiaomi,6,512,4.3,Hydrabad
21238.94,21238.94,26.11,vivo,6,128,4.9,Jaipur
48680.67,97361.34,21.3,Xiaomi,8,128,3.6,Mumbai
22616.68,22616.68,10.13,realme,12,256,4.3,Mumbai
12058.08,12058.08,13.22,vivo,4,64,3.5,Mumbai
23747.38,23747.38,3.65,Apple,4,64,3.3,Mumbai
24993.32,49986.64,28.39,realme,12,64,4.1,Pune
44266.62,88533.24,14.53,OPPO,6,256,3.9,Mumbai
24489.98,24489.98,0.35,Apple,4,512,4.2,Kolkatta
14753.08,14753.08,15.46,realme,12,64,5.0,Pune
12035.43,12035.43,7.64,OPPO,4,64,4.2,Pune
61988.33,123976.66,1.44,vivo,8,128,3.6,Bangalore
25169.69,25169.69,6.3,Motorola,12,64,4.8,Mumbai
20542.5,20542.5,25.3,vivo,4,256,4.2,Jaipur
10267.89,10267.89,27.98,OPPO,6,128,4.1,Ahmedbad
20105.96,20105.96,21.66,OnePlus,4,256,3.6,Hydrabad
21753.49,21753.49,13.56,realme,12,256,3.6,Jaipur
28491.4,28491.4,12.38,Samsung,6,128,3.4,Jaipur
50138.49,100276.98,18.28,Xiaomi,12,512,3.5,Hydrabad
29161.25,29161.25,10.32,Samsung,6,128,4.6,Mumbai
32907.39,32907.39,20.89,Motorola,4,256,4.5,Pune
23811.79,23811.79,11.88,Apple,12,128,3.5,Delhi
37568.44,75136.88,21.69,Apple,6,512,4.2,Delhi
12420.78,12420.78,15.06,Samsung,4,512,3.7,Delhi
28433.65,28433.65,29.41,Apple,12,64,4.4,Hydrabad
39759.54,79519.08,20.5,OPPO,12,256,4.6,Ahmedbad
18017.6,18017.6,15.45,Motorola,12,256,4.6,Delhi
45538.28,91076.56,9.95,OPPO,6,64,3.6,Chennai
52867.31,105734.62,9.39,Xiaomi,4,128,3.5,Kolkatta
24349.22,24349.22,7.81,Motorola,6,256,3.6,Suratt
22387.87,22387.87,10.47,OPPO,12,256,4.7,Delhi
39262.09,39262.09,7.95,Motorola,4,128,3.8,Chennai
9395.35,9395.35,2.79,OPPO,4,512,4.0,Jaipur
31979.66,31979.66,16.5,Apple,6,128,4.3,Mumbai
38222.61,76445.22,12.14,Motorola,8,128,4.9,Hydrabad
25414.54,50829.08,13.45,OnePlus,12,512,4.1,Mumbai
22336.39,22336.39,17.34,Apple,12,128,4.0,Bangalore
13750.56,13750.56,27.56,Samsung,8,64,4.1,Mumbai
42203.63,84407.26,7.8,Samsung,12,64,3.3,Hydrabad
37085.8,37085.8,7.93,Apple,12,64,3.3,Suratt
53036.37,106072.74,18.3,Samsung,12,256,4.2,Delhi
17866.38,17866.38,29.34,OPPO,6,64,4.6,Pune
27582.76,27582.76,0.71,OnePlus,12,64,4.1,Bangalore
22161.18,22161.18,11.94,Apple,4,256,4.8,Ahmedbad
25096.76,25096.76,26.97,realme,12,256,3.1,Pune
29443.93,29443.93,14.32,realme,12,256,3.8,Kolkatta
32860.13,65720.26,0.97,realme,8,64,4.8,Mumbai
21187.81,21187.81,14.84,OnePlus,8,64,3.3,Bangalore
20374.41,20374.41,15.55,OnePlus,6,128,4.7,Mumbai
23223.36,23223.36,18.4,realme,8,128,3.7,Pune
29303.08,29303.08,9.72,Samsung,12,256,4.6,Ahmedbad
23125.7,23125.7,29.99,Xiaomi,4,128,4.7,Bangalore
26958.25,26958.25,1.97,vivo,4,256,4.1,Suratt
20283.97,20283.97,21.45,OnePlus,12,128,3.3,Jaipur
23718.01,23718.01,0.08,OnePlus,4,256,3.6,Jaipur
12006.8,12006.8,26.51,Samsung,4,128,4.7,Kolkatta
18296.45,18296.45,23.15,realme,6,128,3.1,Kolkatta
10538.47,10538.47,1.73,Xiaomi,4,128,3.6,Kolkatta
27791.94,55583.88,16.91,realme,4,256,5.0,Jaipur
11515.61,11515.61,21.25,Samsung,4,512,3.6,Kolkatta
28304.51,28304.51,26.56,Apple,6,512,3.8,Bangalore
13883.42,13883.42,24.8,OnePlus,4,128,4.2,Hydrabad
34539.59,34539.59,15.34,realme,8,512,3.3,Hydrabad
15014.76,15014.76,15.6,Motorola,8,128,3.3,Kolkatta
15913.99,15913.99,28.47,realme,12,64,3.5,Ahmedbad
25032.48,25032.48,5.52,Samsung,6,512,3.2,Chennai
36007.66,36007.66,15.58,Motorola,4,128,4.9,Hydrabad
16909.45,33818.9,7.77,Motorola,12,256,4.0,Kolkatta
31062.22,31062.22,0.16,Xiaomi,12,128,4.7,Bangalore
21999.98,21999.98,18.1,Motorola,12,64,3.1,Jaipur
67946.51,135893.02,13.62,Motorola,4,256,4.6,Hydrabad
42032.61,42032.61,4.33,Motorola,6,128,3.5,Kolkatta
37890.66,75781.32,9.27,Samsung,12,256,3.3,Pune
28701.48,28701.48,25.53,Apple,6,512,3.1,Jaipur
21532.09,21532.09,5.92,Samsung,12,64,3.6,Bangalore
17720.47,17720.47,13.79,OPPO,4,128,5.0,Pune
24644.54,24644.54,0.01,Apple,4,64,4.1,Bangalore
27163.92,27163.92,13.62,vivo,8,128,4.7,Kolkatta
38970.9,38970.9,3.25,Apple,12,64,4.1,Bangalore
6901.97,6901.97,25.06,Motorola,8,256,3.3,Jaipur
20195.6,20195.6,29.46,realme,12,256,3.0,Bangalore
13374.72,13374.72,29.54,Samsung,8,64,3.2,Kolkatta
34069.46,34069.46,0.86,realme,12,256,3.2,Suratt
27948.36,27948.36,14.05,Samsung,6,128,4.1,Hydrabad
10829.06,10829.06,0.86,Samsung,4,128,4.8,Kolkatta
24508.98,24508.98,0.56,Apple,4,64,3.2,Hydrabad
8300.3,8300.3,14.12,OPPO,4,512,3.3,Hydrabad
15270.34,15270.34,14.9,OnePlus,8,128,3.3,Ahmedbad
17682.26,17682.26,16.17,Apple,6,128,4.1,Delhi
26848.31,26848.31,8.33,Samsung,4,256,3.1,Bangalore
52643.56,105287.12,0.71,Apple,12,512,5.0,Jaipur
30108.09,30108.09,5.24,OnePlus,12,512,4.4,Jaipur
15273.13,15273.13,15.66,OnePlus,4,512,3.7,Kolkatta
70746.96,141493.92,18.34,OnePlus,12,512,3.7,Jaipur
18555.88,18555.88,13.27,Xiaomi,4,256,4.1,Suratt
39693.98,79387.96,23.48,Motorola,12,128,4.5,Ahmedbad
10059.98,10059.98,27.6,vivo,4,64,3.6,Ahmedbad
20285.9,20285.9,12.44,Xiaomi,4,64,3.7,Bangalore
19946.72,19946.72,18.83,Samsung,8,128,3.3,Chennai
13282.01,13282.01,27.05,OnePlus,4,64,3.1,Chennai
49561.55,99123.1,6.47,Samsung,6,512,4.0,Mumbai
55989.6,111979.2,25.52,OPPO,12,128,4.1,Chennai
39458.37,39458.37,8.91,OnePlus,12,512,3.0,Delhi
20053.23,20053.23,26.15,Samsung,6,512,5.0,Delhi
50376.56,100753.12,10.74,realme,8,64,4.1,Mumbai
15275.74,15275.74,24.4,OPPO,6,512,3.9,Delhi
14674.66,14674.66,20.87,vivo,4,512,4.2,Bangalore
17719.75,17719.75,4.45,vivo,4,512,4.9,Bangalore
26749.17,26749.17,6.94,vivo,6,128,4.3,Hydrabad
33222.42,33222.42,22.11,Motorola,4,128,3.8,Jaipur
18255.99,18255.99,13.45,Apple,6,128,4.7,Ahmedbad
16510.32,16510.32,18.29,Motorola,6,64,3.7,Bangalore
18159.91,18159.91,27.01,OnePlus,8,64,4.8,Kolkatta
21292.8,21292.8,19.22,OnePlus,12,64,3.5,Ahmedbad
15899.1,15899.1,24.38,OPPO,12,256,3.3,Pune
22503.44,22503.44,10.58,realme,12,256,3.3,Ahmedbad
20340.25,20340.25,6.08,Samsung,4,512,4.6,Chennai
8946.59,8946.59,2.86,Motorola,8,256,3.6,Hydrabad
37293.78,37293.78,0.64,Xiaomi,8,256,4.9,Jaipur
12188.68,12188.68,25.81,realme,6,256,3.3,Suratt
6864.87,6864.87,6.74,realme,12,512,4.5,Mumbai
12072.47,12072.47,8.77,Xiaomi,6,256,4.3,Delhi
36073.52,72147.04,17.08,Motorola,8,128,3.4,Pune
14240.07,14240.07,14.51,Motorola,6,256,3.8,Suratt
19584.7,19584.7,21.68,OPPO,12,256,4.1,Hydrabad
44195.48,88390.96,9.48,Apple,4,64,4.8,Suratt
31948.69,31948.69,3.74,vivo,8,64,4.8,Ahmedbad
21902.42,21902.42,19.34,Samsung,6,512,3.8,Pune
23557.98,23557.98,5.53,vivo,4,64,4.0,Mumbai
20234.53,20234.53,1.42,Samsung,8,512,4.9,Bangalore
14494.77,14494.77,21.84,vivo,4,512,3.7,Chennai
34494.77,34494.77,0.86,Apple,8,128,3.3,Kolkatta
15095.32,15095.32,22.6,Samsung,6,512,4.8,Jaipur
22714.68,45429.36,13.21,Xiaomi,8,64,3.3,Hydrabad
46872.5,93745.0,14.46,OnePlus,4,128,4.0,Hydrabad
29235.46,29235.46,11.75,OPPO,12,64,4.6,Bangalore
46526.72,93053.44,14.41,Apple,6,64,5.0,Chennai
14633.58,14633.58,13.91,OPPO,4,512,4.7,Pune
20562.76,20562.76,25.98,OnePlus,12,64,3.1,Delhi
37723.41,75446.82,28.77,realme,6,512,3.4,Pune
20807.11,20807.11,26.89,realme,8,128,3.6,Chennai
16719.23,16719.23,1.64,OPPO,4,512,3.1,Pune
5987.16,5987.16,24.86,Motorola,12,512,3.5,Jaipur
11631.46,11631.46,5.94,OPPO,4,512,3.3,Ahmedbad
18648.81,18648.81,21.67,realme,6,128,4.1,Hydrabad
31367.02,62734.04,13.86,OnePlus,4,64,4.0,Suratt
15770.9,15770.9,23.97,Motorola,6,128,3.3,Bangalore
21043.05,21043.05,26.5,realme,12,256,3.5,Jaipur
32418.76,64837.52,21.03,Samsung,8,512,3.5,Delhi
31358.89,31358.89,21.54,OPPO,6,256,3.5,Hydrabad
21154.45,21154.45,7.57,Samsung,12,64,3.3,Jaipur
23902.86,23902.86,11.96,Samsung,12,512,3.5,Hydrabad
19596.19,19596.19,26.08,Apple,12,512,3.8,Mumbai
29364.49,29364.49,26.53,OPPO,6,256,4.3,Chennai
28461.61,56923.22,25.03,Samsung,8,64,3.6,Suratt
6911.18,6911.18,24.96,Motorola,8,256,3.3,Pune
21810.63,43621.26,17.59,Xiaomi,6,256,3.5,Mumbai
57060.13,114120.26,4.83,realme,6,128,3.6,Jaipur
18140.24,18140.24,20.74,Samsung,12,64,3.0,Hydrabad
12226.21,12226.21,12.01,vivo,4,64,4.2,Pune
18879.53,18879.53,24.98,realme,12,256,4.2,Delhi
63169.74,126339.48,8.09,realme,12,256,3.7,Suratt
33867.9,67735.8,17.5,Samsung,8,512,4.1,Ahmedbad
21515.01,21515.01,14.91,OPPO,6,64,5.0,Delhi
18110.19,18110.19,24.5,Apple,8,512,3.5,Kolkatta
42232.39,84464.78,19.89,OnePlus,12,64,3.1,Hydrabad
28345.2,28345.2,10.47,OPPO,12,128,4.3,Mumbai
23042.66,23042.66,14.72,OnePlus,6,512,3.1,Suratt
37717.16,75434.32,21.38,Apple,6,512,4.1,Chennai
16530.01,16530.01,7.88,OnePlus,8,128,3.5,Mumbai
17515.33,17515.33,26.4,Xiaomi,12,64,4.7,Hydrabad
40707.25,81414.5,29.19,vivo,6,128,5.0,Hydrabad
24680.39,49360.78,28.1,Samsung,8,64,3.3,Chennai
15985.62,15985.62,6.86,Samsung,8,64,3.2,Mumbai
17168.78,17168.78,22.83,realme,12,64,3.4,Chennai
23388.98,23388.98,4.83,Apple,4,512,4.7,Kolkatta
29341.95,58683.9,13.69,Xiaomi,6,128,4.6,Delhi
25577.13,25577.13,5.34,OnePlus,6,512,4.8,Ahmedbad
55761.27,111522.54,28.39,realme,4,128,5.0,Jaipur
24199.64,24199.64,10.88,Samsung,6,512,5.0,Ahmedbad
22004.73,22004.73,10.28,OPPO,4,128,3.3,Jaipur
13266.66,13266.66,15.97,OPPO,12,64,3.6,Suratt
49434.04,98868.08,12.41,realme,8,64,3.8,Bangalore
15948.59,15948.59,10.26,vivo,4,128,3.8,Hydrabad
24093.22,24093.22,16.18,vivo,6,128,4.2,Bangalore
27174.36,27174.36,2.44,OnePlus,6,128,4.6,Bangalore
52336.49,104672.98,17.64,OnePlus,12,512,3.1,Suratt
39097.9,78195.8,22.32,realme,12,256,4.1,Ahmedbad
