stock_id,shop_id,model_id,available_units,last_updated
STK6693,SHOP3035,MOD2174,3.0,2024-03-11
STK6694,SHOP3091,MOD2176,14.0,2022-12-02
STK6695,SHOP3009,MOD2017,3.0,2020-03-26
STK6696,SHOP3076,MOD2184,21.0,2025-02-06
STK6697,SHOP3031,MOD2186,35.0,2025-05-04
STK6698,SHOP3016,MOD2191,23.0,2024-08-04
STK6699,SHOP3092,MOD2087,8.0,2021-01-21
STK6700,SHOP3050,MOD2027,3.0,2022-05-08
STK6701,SHOP3050,MOD2113,32.0,2024-10-31
STK6702,SHOP3091,MOD2196,32.0,2022-08-12
STK6703,SHOP3044,MOD2049,33.0,2019-07-28
STK6704,SHOP3080,MOD2077,26.0,2020-05-25
STK6705,SHOP3012,MOD2173,33.0,2023-10-11
STK6706,SHOP3011,MOD2158,18.0,2021-05-11
STK6707,SHOP3096,MOD2010,23.0,2022-12-12
STK6708,SHOP3099,MOD2161,0.0,2019-05-26
STK6709,SHOP3023,MOD2003,10.0,2025-01-11
STK6710,SHOP3017,MOD2169,36.0,2024-03-21
STK6711,SHOP3078,MOD2019,1.0,2023-10-26
STK6712,SHOP3038,MOD2115,17.0,2023-08-09
STK6713,SHOP3080,MOD2033,21.0,2019-02-12
STK6714,SHOP3010,MOD2116,,2024-02-12
STK6715,SHOP3038,MOD2177,28.0,2025-03-14
STK6716,SHOP3095,MOD2077,18.0,2024-04-07
STK6717,SHOP3076,MOD2067,29.0,2025-05-09
STK6718,SHOP3016,MOD2062,20.0,2022-10-17
STK6719,SHOP3069,MOD2027,3.0,2023-07-02
STK6720,SHOP3039,MOD2076,31.0,2019-08-26
STK6721,SHOP3095,MOD2021,16.0,2020-02-25
STK6722,SHOP3037,MOD2032,23.0,2023-04-22
STK6723,SHOP3039,MOD2139,14.0,2023-10-15
STK6724,SHOP3011,MOD2131,21.0,2024-05-08
STK6725,SHOP3021,MOD2093,20.0,2025-05-03
STK6726,SHOP3047,MOD2194,16.0,2019-11-26
STK6727,SHOP3088,MOD2014,35.0,2023-05-16
STK6728,SHOP3029,MOD2153,27.0,2020-11-19
STK6729,SHOP3054,MOD2125,9.0,2022-09-21
STK6730,SHOP3073,MOD2096,15.0,2022-10-30
STK6731,SHOP3000,MOD2047,29.0,2024-01-02
STK6732,SHOP3002,MOD2122,18.0,2022-10-30
STK6733,SHOP3042,MOD2121,8.0,2024-09-18
STK6734,SHOP3010,MOD2059,16.0,2020-06-30
STK6735,SHOP3004,MOD2105,6.0,2022-09-20
STK6736,SHOP3068,MOD2139,21.0,2019-05-24
STK6737,SHOP3090,MOD2002,17.0,2025-01-13
STK6738,SHOP3091,MOD2090,21.0,2025-01-11
STK6739,SHOP3040,MOD2059,19.0,2025-06-18
STK6740,SHOP3017,MOD2165,8.0,2019-01-13
STK6741,SHOP3028,MOD2090,6.0,2024-11-10
STK6742,SHOP3024,MOD2184,10.0,2020-11-16
STK6743,SHOP3065,MOD2133,17.0,2024-12-24
STK6744,SHOP3067,MOD2176,17.0,2022-01-13
STK6745,SHOP3022,MOD2082,14.0,2024-05-05
STK6746,SHOP3021,MOD2138,22.0,2023-09-14
STK6747,SHOP3066,MOD2157,28.0,2025-07-22
STK6748,SHOP3047,MOD2196,,2022-02-03
STK6749,SHOP3000,MOD2082,27.0,2024-02-16
STK6750,SHOP3031,MOD2145,6.0,2020-04-03
STK6751,SHOP3045,MOD2033,,2021-04-11
STK6752,SHOP3005,MOD2142,21.0,2021-05-18
STK6753,SHOP3022,MOD2047,25.0,2021-09-28
STK6754,SHOP3015,MOD2016,23.0,2022-03-21
STK6755,SHOP3031,MOD2013,15.0,2021-01-19
STK6756,SHOP3014,MOD2063,2.0,2022-01-01
STK6757,SHOP3008,MOD2131,32.0,2020-10-11
STK6758,SHOP3031,MOD2160,11.0,2024-03-18
STK6759,SHOP3071,MOD2066,30.0,2021-02-14
STK6760,SHOP3010,MOD2015,,2021-04-02
STK6761,SHOP3012,MOD2001,7.0,2021-11-06
STK6762,SHOP3053,MOD2052,19.0,2019-07-25
STK6763,SHOP3001,MOD2022,20.0,2023-01-19
STK6764,SHOP3019,MOD2083,31.0,2021-04-30
STK6765,SHOP3077,MOD2013,,2023-07-21
STK6766,SHOP3059,MOD2124,13.0,2023-01-04
STK6767,SHOP3038,MOD2066,25.0,2022-10-14
STK6768,SHOP3053,MOD2001,1.0,2024-01-21
STK6769,SHOP3013,MOD2024,10.0,2023-09-29
STK6770,SHOP3054,MOD2151,17.0,2020-04-08
STK6771,SHOP3095,MOD2019,13.0,2021-08-09
STK6772,SHOP3068,MOD2000,6.0,2022-12-24
STK6773,SHOP3073,MOD2167,20.0,2022-06-17
STK6774,SHOP3053,MOD2169,27.0,2020-09-10
STK6775,SHOP3009,MOD2081,18.0,2021-04-08
STK6776,SHOP3095,MOD2064,34.0,2022-10-13
STK6777,SHOP3048,MOD2010,15.0,2025-08-25
STK6778,SHOP3057,MOD2077,10.0,2019-07-21
STK6779,SHOP3094,MOD2069,47.0,2024-01-03
STK6780,SHOP3022,MOD2076,21.0,2022-08-01
STK6781,SHOP3004,MOD2006,22.0,2023-12-12
STK6782,SHOP3054,MOD2050,44.0,2022-06-13
STK6783,SHOP3002,MOD2142,7.0,2022-03-17
STK6784,SHOP3020,MOD2136,29.0,2021-12-19
STK6785,SHOP3048,MOD2129,8.0,2021-03-05
STK6786,SHOP3035,MOD2095,35.0,2023-03-02
STK6787,SHOP3081,MOD2126,14.0,2021-10-28
STK6788,SHOP3010,MOD2120,18.0,2024-02-27
STK6789,SHOP3016,MOD2046,11.0,2022-07-05
STK6790,SHOP3049,MOD2084,17.0,2021-07-14
STK6791,SHOP3025,MOD2147,17.0,2023-05-20
STK6792,SHOP3060,MOD2193,22.0,2023-01-20
STK6793,SHOP3012,MOD2082,21.0,2024-07-29
STK6794,SHOP3068,MOD2092,25.0,2021-01-24
STK6795,SHOP3073,MOD2046,25.0,2020-01-11
STK6796,SHOP3017,MOD2108,26.0,2024-11-16
STK6797,SHOP3088,MOD2063,16.0,2022-08-09
STK6798,SHOP3066,MOD2075,26.0,2023-08-09
STK6799,SHOP3010,MOD2133,3.0,2020-01-05
STK6800,SHOP3024,MOD2189,43.0,2022-06-29
STK6801,SHOP3031,MOD2145,10.0,2025-05-17
STK6802,SHOP3070,MOD2011,22.0,2022-04-07
STK6803,SHOP3083,MOD2140,20.0,2020-04-15
STK6804,SHOP3098,MOD2119,27.0,2025-06-13
STK6805,SHOP3088,MOD2160,25.0,2022-05-13
STK6806,SHOP3078,MOD2007,28.0,2024-02-25
STK6807,SHOP3003,MOD2025,10.0,2020-09-28
STK6808,SHOP3001,MOD2070,15.0,2020-05-21
STK6809,SHOP3069,MOD2110,14.0,2021-07-13
STK6810,SHOP3052,MOD2162,,2019-11-18
STK6811,SHOP3060,MOD2060,20.0,2020-06-27
STK6812,SHOP3021,MOD2076,15.0,2019-06-29
STK6813,SHOP3064,MOD2069,12.0,2025-03-22
STK6814,SHOP3084,MOD2190,27.0,2024-02-26
STK6815,SHOP3096,MOD2037,21.0,2025-08-04
STK6816,SHOP3051,MOD2008,22.0,2024-08-19
STK6817,SHOP3013,MOD2089,9.0,2022-04-06
STK6818,SHOP3094,MOD2054,22.0,2022-01-07
STK6819,SHOP3017,MOD2059,7.0,2022-11-08
STK6820,SHOP3094,MOD2131,27.0,2019-11-04
STK6821,SHOP3075,MOD2186,17.0,2025-01-07
STK6822,SHOP3046,MOD2013,13.0,2019-08-14
STK6823,SHOP3094,MOD2186,16.0,2025-05-25
STK6824,SHOP3080,MOD2019,16.0,2025-07-22
STK6825,SHOP3002,MOD2012,18.0,2022-04-13
STK6826,SHOP3014,MOD2089,25.0,2021-07-09
STK6827,SHOP3050,MOD2084,8.0,2022-06-29
STK6828,SHOP3093,MOD2063,29.0,2024-08-31
STK6829,SHOP3072,MOD2126,3.0,2022-04-19
STK6830,SHOP3034,MOD2174,33.0,2025-02-05
STK6831,SHOP3036,MOD2012,11.0,2022-02-20
STK6832,SHOP3095,MOD2087,13.0,2024-06-04
STK6833,SHOP3099,MOD2076,17.0,2020-10-20
STK6834,SHOP3004,MOD2167,33.0,2024-01-24
STK6835,SHOP3067,MOD2043,30.0,2020-06-11
STK6836,SHOP3093,MOD2123,41.0,2021-06-02
STK6837,SHOP3095,MOD2031,30.0,2019-08-05
STK6838,SHOP3010,MOD2148,15.0,2020-10-21
STK6839,SHOP3027,MOD2080,,2020-03-30
STK6840,SHOP3039,MOD2195,13.0,2023-03-27
STK6841,SHOP3095,MOD2176,22.0,2022-06-09
STK6842,SHOP3096,MOD2026,11.0,2025-01-08
STK6843,SHOP3075,MOD2025,,2023-12-30
STK6844,SHOP3045,MOD2034,20.0,2022-03-31
STK6845,SHOP3021,MOD2133,32.0,2020-12-10
STK6846,SHOP3000,MOD2132,21.0,2025-03-10
STK6847,SHOP3015,MOD2176,0.0,2020-12-15
STK6848,SHOP3068,MOD2191,11.0,2022-06-28
STK6849,SHOP3044,MOD2100,13.0,2022-04-21
STK6850,SHOP3044,MOD2148,7.0,2020-04-17
STK6851,SHOP3093,MOD2162,33.0,2022-02-02
STK6852,SHOP3033,MOD2012,12.0,2022-02-18
STK6853,SHOP3040,MOD2050,10.0,2022-11-21
STK6854,SHOP3034,MOD2098,23.0,2023-11-15
STK6855,SHOP3005,MOD2009,26.0,2020-07-11
STK6856,SHOP3010,MOD2054,42.0,2025-06-03
STK6857,SHOP3070,MOD2093,16.0,2020-07-12
STK6858,SHOP3098,MOD2197,19.0,2023-12-10
STK6859,SHOP3029,MOD2035,12.0,2020-01-01
STK6860,SHOP3084,MOD2181,14.0,2025-05-08
STK6861,SHOP3075,MOD2161,23.0,2019-06-04
STK6862,SHOP3099,MOD2023,40.0,2020-11-06
STK6863,SHOP3049,MOD2044,9.0,2022-03-09
STK6864,SHOP3082,MOD2046,36.0,2021-10-28
STK6865,SHOP3016,MOD2083,22.0,2023-06-27
STK6866,SHOP3088,MOD2161,14.0,2023-06-09
STK6867,SHOP3098,MOD2012,23.0,2025-07-10
STK6868,SHOP3074,MOD2155,23.0,2021-10-24
STK6869,SHOP3031,MOD2149,18.0,2024-04-12
STK6870,SHOP3015,MOD2150,13.0,2024-03-19
STK6871,SHOP3004,MOD2063,27.0,2021-06-22
STK6872,SHOP3081,MOD2029,16.0,2024-02-20
STK6873,SHOP3037,MOD2115,26.0,2024-07-10
STK6874,SHOP3046,MOD2182,29.0,2021-06-25
STK6875,SHOP3006,MOD2044,24.0,2019-10-27
STK6876,SHOP3033,MOD2183,3.0,2019-06-04
STK6877,SHOP3015,MOD2068,,2025-01-20
STK6878,SHOP3029,MOD2041,31.0,2021-02-10
STK6879,SHOP3072,MOD2011,12.0,2023-02-18
STK6880,SHOP3076,MOD2167,22.0,2025-05-11
STK6881,SHOP3078,MOD2052,3.0,2024-09-24
STK6882,SHOP3098,MOD2031,17.0,2024-03-23
STK6883,SHOP3077,MOD2104,17.0,2020-06-05
STK6884,SHOP3086,MOD2065,21.0,2021-12-27
STK6885,SHOP3010,MOD2191,13.0,2023-11-17
STK6886,SHOP3084,MOD2030,6.0,2023-04-27
STK6887,SHOP3026,MOD2075,,2024-07-17
STK6888,SHOP3012,MOD2016,,2020-09-30
STK6889,SHOP3086,MOD2121,24.0,2020-07-22
STK6890,SHOP3034,MOD2085,31.0,2023-09-04
STK6891,SHOP3027,MOD2006,25.0,2022-08-28
STK6892,SHOP3099,MOD2059,31.0,2023-06-22
STK6893,SHOP3003,MOD2098,31.0,2023-11-29
STK6894,SHOP3033,MOD2174,30.0,2019-12-06
STK6895,SHOP3047,MOD2094,23.0,2020-05-19
STK6896,SHOP3094,MOD2117,27.0,2025-01-27
STK6897,SHOP3024,MOD2124,15.0,2025-05-09
STK6898,SHOP3050,MOD2065,7.0,2021-12-21
STK6899,SHOP3070,MOD2159,36.0,2025-03-13
STK6900,SHOP3017,MOD2108,,2022-02-06
STK6901,SHOP3089,MOD2199,30.0,2021-05-26
STK6902,SHOP3087,MOD2139,32.0,2024-07-02
STK6903,SHOP3074,MOD2077,8.0,2019-04-12
STK6904,SHOP3042,MOD2132,8.0,2020-11-01
STK6905,SHOP3023,MOD2140,25.0,2019-06-27
STK6906,SHOP3048,MOD2072,23.0,2021-07-30
STK6907,SHOP3018,MOD2072,29.0,2020-02-28
STK6908,SHOP3086,MOD2029,19.0,2024-07-19
STK6909,SHOP3021,MOD2050,10.0,2024-08-30
STK6910,SHOP3007,MOD2129,10.0,2022-09-17
STK6911,SHOP3091,MOD2114,27.0,2022-04-30
STK6912,SHOP3071,MOD2071,23.0,2023-06-01
STK6913,SHOP3049,MOD2080,17.0,2022-06-17
STK6914,SHOP3012,MOD2085,28.0,2023-12-23
STK6915,SHOP3035,MOD2161,8.0,2021-02-10
STK6916,SHOP3035,MOD2062,14.0,2025-07-19
STK6917,SHOP3076,MOD2015,15.0,2023-06-07
STK6918,SHOP3033,MOD2118,38.0,2020-02-25
STK6919,SHOP3017,MOD2104,17.0,2024-03-08
STK6920,SHOP3087,MOD2089,30.0,2021-10-23
STK6921,SHOP3046,MOD2065,29.0,2023-10-07
STK6922,SHOP3064,MOD2188,40.0,2019-08-24
STK6923,SHOP3059,MOD2081,15.0,2022-06-19
STK6924,SHOP3083,MOD2034,8.0,2023-08-15
STK6925,SHOP3052,MOD2115,10.0,2024-06-04
STK6926,SHOP3045,MOD2110,24.0,2024-03-29
STK6927,SHOP3097,MOD2191,17.0,2022-11-08
STK6928,SHOP3084,MOD2167,20.0,2024-11-22
STK6929,SHOP3006,MOD2033,24.0,2020-11-10
STK6930,SHOP3061,MOD2162,40.0,2023-08-06
STK6931,SHOP3063,MOD2072,24.0,2025-03-11
STK6932,SHOP3062,MOD2150,33.0,2019-03-20
STK6933,SHOP3097,MOD2044,23.0,2021-02-27
STK6934,SHOP3008,MOD2012,22.0,2019-12-29
STK6935,SHOP3039,MOD2024,12.0,2023-04-01
STK6936,SHOP3064,MOD2142,19.0,2019-08-31
STK6937,SHOP3088,MOD2179,13.0,2020-09-05
STK6938,SHOP3006,MOD2156,30.0,2025-07-24
STK6939,SHOP3062,MOD2197,17.0,2022-06-17
STK6940,SHOP3071,MOD2030,15.0,2021-07-20
STK6941,SHOP3042,MOD2090,13.0,2023-09-24
STK6942,SHOP3040,MOD2040,27.0,2019-05-29
STK6943,SHOP3019,MOD2175,2.0,2025-01-16
STK6944,SHOP3039,MOD2011,17.0,2022-09-22
STK6945,SHOP3097,MOD2059,23.0,2021-12-16
STK6946,SHOP3039,MOD2033,35.0,2021-08-03
STK6947,SHOP3054,MOD2089,18.0,2023-12-02
STK6948,SHOP3014,MOD2089,29.0,2021-03-09
STK6949,SHOP3058,MOD2142,15.0,2023-09-13
STK6950,SHOP3068,MOD2002,14.0,2020-05-19
STK6951,SHOP3054,MOD2048,18.0,2022-09-07
STK6952,SHOP3087,MOD2073,,2021-07-13
STK6953,SHOP3057,MOD2039,21.0,2021-02-05
STK6954,SHOP3027,MOD2173,33.0,2019-05-16
STK6955,SHOP3026,MOD2195,16.0,2019-07-06
STK6956,SHOP3018,MOD2075,40.0,2019-04-29
STK6957,SHOP3092,MOD2042,17.0,2025-03-19
STK6958,SHOP3022,MOD2158,31.0,2024-10-01
STK6959,SHOP3017,MOD2100,18.0,2024-02-10
STK6960,SHOP3083,MOD2000,24.0,2019-01-01
STK6961,SHOP3090,MOD2154,4.0,2021-03-19
STK6962,SHOP3050,MOD2184,17.0,2024-04-09
STK6963,SHOP3086,MOD2067,35.0,2024-11-02
STK6964,SHOP3093,MOD2006,17.0,2020-02-24
STK6965,SHOP3079,MOD2005,8.0,2019-05-29
STK6966,SHOP3047,MOD2107,6.0,2025-07-18
STK6967,SHOP3070,MOD2043,24.0,2019-07-25
STK6968,SHOP3080,MOD2062,22.0,2022-02-26
STK6969,SHOP3063,MOD2094,18.0,2022-10-06
STK6970,SHOP3033,MOD2045,28.0,2023-03-17
STK6971,SHOP3044,MOD2166,,2019-11-26
STK6972,SHOP3099,MOD2024,22.0,2020-02-27
STK6973,SHOP3054,MOD2160,8.0,2025-07-12
STK6974,SHOP3056,MOD2091,15.0,2025-06-05
STK6975,SHOP3061,MOD2133,15.0,2022-12-02
STK6976,SHOP3020,MOD2152,21.0,2019-12-17
STK6977,SHOP3020,MOD2125,10.0,2022-04-14
STK6978,SHOP3041,MOD2156,13.0,2023-04-20
STK6979,SHOP3005,MOD2108,22.0,2019-10-08
STK6980,SHOP3044,MOD2163,18.0,2019-08-31
STK6981,SHOP3021,MOD2018,27.0,2025-06-19
STK6982,SHOP3032,MOD2028,12.0,2020-04-17
STK6983,SHOP3046,MOD2144,35.0,2020-10-27
STK6984,SHOP3065,MOD2163,,2021-11-19
STK6985,SHOP3045,MOD2109,16.0,2024-09-28
STK6986,SHOP3029,MOD2115,6.0,2021-12-02
STK6987,SHOP3005,MOD2100,23.0,2020-11-11
STK6988,SHOP3048,MOD2080,23.0,2022-08-21
STK6989,SHOP3018,MOD2070,24.0,2021-05-19
STK6990,SHOP3072,MOD2173,38.0,2021-03-06
STK6991,SHOP3008,MOD2140,9.0,2022-04-14
STK6992,SHOP3064,MOD2124,10.0,2021-06-05
STK6993,SHOP3019,MOD2076,25.0,2019-01-30
STK6994,SHOP3097,MOD2054,30.0,2022-06-21
STK6995,SHOP3095,MOD2092,,2023-03-01
STK6996,SHOP3093,MOD2066,,2023-04-20
STK6997,SHOP3033,MOD2140,9.0,2024-04-06
STK6998,SHOP3024,MOD2125,34.0,2025-04-26
STK6999,SHOP3006,MOD2052,22.0,2023-06-09
STK7000,SHOP3040,MOD2176,9.0,2025-08-13
STK7001,SHOP3025,MOD2039,9.0,2023-07-29
STK7002,SHOP3083,MOD2002,14.0,2025-06-02
STK7003,SHOP3091,MOD2079,,2024-08-18
STK7004,SHOP3041,MOD2122,15.0,2022-09-14
STK7005,SHOP3086,MOD2018,31.0,2020-02-19
STK7006,SHOP3067,MOD2018,6.0,2025-01-17
STK7007,SHOP3094,MOD2061,,2020-09-03
STK7008,SHOP3029,MOD2101,22.0,2021-03-26
STK7009,SHOP3061,MOD2080,21.0,2023-06-15
STK7010,SHOP3060,MOD2089,41.0,2025-04-19
STK7011,SHOP3070,MOD2034,19.0,2023-07-04
STK7012,SHOP3041,MOD2154,,2019-04-15
STK7013,SHOP3022,MOD2172,15.0,2021-01-24
STK7014,SHOP3019,MOD2067,33.0,2020-06-26
STK7015,SHOP3092,MOD2145,14.0,2025-04-16
STK7016,SHOP3056,MOD2199,21.0,2020-01-20
STK7017,SHOP3036,MOD2092,26.0,2023-11-01
STK7018,SHOP3035,MOD2007,40.0,2019-09-05
STK7019,SHOP3096,MOD2091,38.0,2022-03-25
STK7020,SHOP3074,MOD2145,,2020-01-19
STK7021,SHOP3032,MOD2117,27.0,2019-11-13
STK7022,SHOP3083,MOD2061,25.0,2022-05-22
STK7023,SHOP3052,MOD2062,1.0,2020-02-06
STK7024,SHOP3052,MOD2197,18.0,2021-09-18
STK7025,SHOP3058,MOD2077,0.0,2021-01-11
STK7026,SHOP3053,MOD2068,11.0,2020-02-25
STK7027,SHOP3077,MOD2185,21.0,2020-12-19
STK7028,SHOP3096,MOD2051,,2023-07-21
STK7029,SHOP3022,MOD2137,,2019-08-05
STK7030,SHOP3082,MOD2101,21.0,2020-07-30
STK7031,SHOP3059,MOD2062,18.0,2025-06-24
STK7032,SHOP3040,MOD2038,3.0,2024-08-28
STK7033,SHOP3020,MOD2085,17.0,2023-12-28
STK7034,SHOP3037,MOD2017,19.0,2019-08-15
STK7035,SHOP3029,MOD2013,17.0,2022-05-09
STK7036,SHOP3071,MOD2135,29.0,2023-05-25
STK7037,SHOP3020,MOD2108,31.0,2023-04-10
STK7038,SHOP3036,MOD2135,20.0,2020-08-04
STK7039,SHOP3027,MOD2051,27.0,2019-07-19
STK7040,SHOP3003,MOD2079,8.0,2021-10-27
STK7041,SHOP3075,MOD2143,14.0,2024-10-05
STK7042,SHOP3034,MOD2040,18.0,2024-06-05
STK7043,SHOP3084,MOD2141,20.0,2020-06-21
STK7044,SHOP3038,MOD2120,4.0,2020-08-27
STK7045,SHOP3095,MOD2021,10.0,2024-12-16
STK7046,SHOP3027,MOD2000,14.0,2021-03-05
STK7047,SHOP3079,MOD2024,,2024-01-09
STK7048,SHOP3096,MOD2178,8.0,2019-11-26
STK7049,SHOP3038,MOD2088,29.0,2020-07-13
STK7050,SHOP3021,MOD2149,14.0,2020-02-21
STK7051,SHOP3074,MOD2069,37.0,2024-12-26
STK7052,SHOP3007,MOD2049,17.0,2022-09-08
STK7053,SHOP3042,MOD2174,15.0,2021-10-08
STK7054,SHOP3086,MOD2141,23.0,2025-06-20
STK7055,SHOP3003,MOD2028,33.0,2020-10-26
STK7056,SHOP3073,MOD2118,3.0,2023-02-13
STK7057,SHOP3075,MOD2060,22.0,2024-02-09
STK7058,SHOP3094,MOD2076,25.0,2021-05-14
STK7059,SHOP3059,MOD2061,26.0,2023-06-07
STK7060,SHOP3009,MOD2056,36.0,2021-09-08
STK7061,SHOP3044,MOD2028,17.0,2024-08-02
STK7062,SHOP3053,MOD2114,17.0,2025-05-20
STK7063,SHOP3093,MOD2186,10.0,2025-03-19
STK7064,SHOP3028,MOD2119,9.0,2021-06-29
STK7065,SHOP3006,MOD2165,10.0,2023-07-17
STK7066,SHOP3079,MOD2169,13.0,2025-05-22
STK7067,SHOP3033,MOD2044,30.0,2020-03-03
STK7068,SHOP3082,MOD2186,30.0,2021-08-28
STK7069,SHOP3003,MOD2042,11.0,2022-10-15
STK7070,SHOP3002,MOD2142,23.0,2023-07-28
STK7071,SHOP3092,MOD2018,14.0,2019-12-27
STK7072,SHOP3040,MOD2082,5.0,2025-03-22
STK7073,SHOP3062,MOD2085,11.0,2019-05-24
STK7074,SHOP3013,MOD2139,3.0,2022-10-31
STK7075,SHOP3037,MOD2102,17.0,2022-09-26
STK7076,SHOP3008,MOD2104,26.0,2021-03-28
STK7077,SHOP3022,MOD2112,,2022-08-09
STK7078,SHOP3054,MOD2060,7.0,2024-12-25
STK7079,SHOP3099,MOD2071,25.0,2025-06-25
STK7080,SHOP3052,MOD2093,18.0,2019-03-27
STK7081,SHOP3037,MOD2185,11.0,2019-02-23
STK7082,SHOP3055,MOD2065,25.0,2021-12-28
STK7083,SHOP3045,MOD2149,29.0,2020-09-20
STK7084,SHOP3035,MOD2127,30.0,2025-05-16
STK7085,SHOP3004,MOD2068,21.0,2025-03-21
STK7086,SHOP3024,MOD2140,12.0,2024-04-10
STK7087,SHOP3081,MOD2145,36.0,2019-12-29
STK7088,SHOP3015,MOD2151,,2025-08-11
STK7089,SHOP3085,MOD2035,23.0,2019-07-30
STK7090,SHOP3023,MOD2059,16.0,2020-05-11
STK7091,SHOP3050,MOD2195,38.0,2022-08-22
STK7092,SHOP3068,MOD2123,20.0,2024-02-15
STK7093,SHOP3052,MOD2099,17.0,2023-06-09
STK7094,SHOP3008,MOD2010,21.0,2023-09-13
STK7095,SHOP3070,MOD2098,23.0,2020-04-06
STK7096,SHOP3059,MOD2116,17.0,2019-11-29
STK7097,SHOP3076,MOD2149,15.0,2022-10-12
STK7098,SHOP3066,MOD2047,16.0,2019-01-05
STK7099,SHOP3030,MOD2175,2.0,2020-04-30
STK7100,SHOP3090,MOD2191,34.0,2019-03-10
STK7101,SHOP3020,MOD2127,18.0,2023-01-21
STK7102,SHOP3050,MOD2132,21.0,2020-01-07
STK7103,SHOP3038,MOD2070,28.0,2022-03-28
STK7104,SHOP3002,MOD2085,17.0,2019-02-10
STK7105,SHOP3050,MOD2054,23.0,2023-07-11
STK7106,SHOP3033,MOD2145,,2020-01-26
STK7107,SHOP3061,MOD2164,1.0,2022-01-27
STK7108,SHOP3068,MOD2143,14.0,2021-07-30
STK7109,SHOP3027,MOD2105,31.0,2022-08-24
STK7110,SHOP3050,MOD2010,19.0,2019-02-17
STK7111,SHOP3018,MOD2110,10.0,2021-06-02
STK7112,SHOP3019,MOD2143,19.0,2019-12-17
STK7113,SHOP3076,MOD2035,17.0,2024-10-23
STK7114,SHOP3077,MOD2155,30.0,2024-06-03
STK7115,SHOP3062,MOD2073,22.0,2024-06-17
STK7116,SHOP3033,MOD2133,23.0,2022-11-15
STK7117,SHOP3022,MOD2070,4.0,2021-09-13
STK7118,SHOP3009,MOD2066,26.0,2021-06-28
STK7119,SHOP3042,MOD2197,27.0,2019-11-10
STK7120,SHOP3037,MOD2070,31.0,2023-03-19
STK7121,SHOP3061,MOD2079,24.0,2022-01-15
STK7122,SHOP3029,MOD2093,29.0,2022-01-31
STK7123,SHOP3059,MOD2124,21.0,2022-12-16
STK7124,SHOP3042,MOD2196,23.0,2022-08-02
STK7125,SHOP3001,MOD2183,18.0,2023-11-12
STK7126,SHOP3025,MOD2002,28.0,2025-04-02
STK7127,SHOP3070,MOD2057,11.0,2022-05-01
STK7128,SHOP3005,MOD2091,13.0,2023-10-27
STK7129,SHOP3025,MOD2012,27.0,2025-05-18
STK7130,SHOP3035,MOD2158,26.0,2023-11-12
STK7131,SHOP3057,MOD2098,27.0,2020-08-17
STK7132,SHOP3055,MOD2073,31.0,2024-08-08
STK7133,SHOP3084,MOD2021,25.0,2023-02-19
STK7134,SHOP3008,MOD2033,8.0,2024-03-21
STK7135,SHOP3039,MOD2008,36.0,2023-03-19
STK7136,SHOP3031,MOD2161,11.0,2021-03-14
STK7137,SHOP3041,MOD2153,17.0,2020-08-12
STK7138,SHOP3087,MOD2090,16.0,2024-07-08
STK7139,SHOP3004,MOD2036,11.0,2023-04-24
STK7140,SHOP3082,MOD2168,41.0,2022-08-07
STK7141,SHOP3024,MOD2154,20.0,2022-10-27
STK7142,SHOP3084,MOD2021,23.0,2021-05-28
STK7143,SHOP3000,MOD2039,18.0,2021-03-27
STK7144,SHOP3048,MOD2044,34.0,2020-11-08
STK7145,SHOP3035,MOD2187,29.0,2020-08-16
STK7146,SHOP3087,MOD2164,34.0,2020-05-26
STK7147,SHOP3098,MOD2008,7.0,2021-04-05
STK7148,SHOP3053,MOD2127,31.0,2021-03-20
STK7149,SHOP3044,MOD2144,12.0,2023-09-22
STK7150,SHOP3097,MOD2103,,2022-03-14
STK7151,SHOP3042,MOD2102,,2022-12-30
STK7152,SHOP3005,MOD2170,36.0,2023-07-14
STK7153,SHOP3090,MOD2184,7.0,2024-04-02
STK7154,SHOP3042,MOD2193,,2025-05-12
STK7155,SHOP3062,MOD2152,40.0,2020-02-05
STK7156,SHOP3063,MOD2106,7.0,2020-01-29
STK7157,SHOP3037,MOD2100,22.0,2024-04-28
STK7158,SHOP3022,MOD2023,5.0,2023-07-19
STK7159,SHOP3028,MOD2058,4.0,2020-09-01
STK7160,SHOP3074,MOD2003,24.0,2020-09-17
STK7161,SHOP3014,MOD2178,27.0,2024-07-12
STK7162,SHOP3077,MOD2056,20.0,2025-08-03
STK7163,SHOP3045,MOD2162,,2021-11-24
STK7164,SHOP3035,MOD2173,28.0,2021-04-13
STK7165,SHOP3025,MOD2014,16.0,2019-10-17
STK7166,SHOP3048,MOD2151,32.0,2023-04-06
STK7167,SHOP3078,MOD2112,10.0,2024-02-26
STK7168,SHOP3046,MOD2162,12.0,2019-01-08
STK7169,SHOP3074,MOD2067,15.0,2019-02-11
STK7170,SHOP3092,MOD2098,11.0,2025-05-25
STK7171,SHOP3025,MOD2072,,2023-04-06
STK7172,SHOP3069,MOD2054,34.0,2025-08-03
STK7173,SHOP3060,MOD2048,22.0,2020-02-05
STK7174,SHOP3041,MOD2111,19.0,2020-03-25
STK7175,SHOP3042,MOD2018,23.0,2019-05-20
STK7176,SHOP3026,MOD2108,21.0,2025-04-06
STK7177,SHOP3027,MOD2136,16.0,2025-08-13
